"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","replicate","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"AoAF","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-24#,#2011-04-23#,"wgEncodeEH001161","GSM736505","Stam","UW","DS13513","WindowDensity-bin20-win+/-75","18172a192ba85ccf041523c95246ff09",,"hg19","wgEncode",2,"109M",2038,,"wgEncodeUwDnaseAoafRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseAoafRawRep2.bigWig","wgEncodeUwDnaseAoafRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseAoafRawRep2.bigWig"
"BE2_C","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH001181","GSM736508","Stam","UW","DS14625","Hotspot-v5.1","f0cc67c5c794d71e6a816271dcc6016b",,"hg19","wgEncode",1,"2.9M",3166,,"wgEncodeUwDnaseBe2cHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseBe2cHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseBe2cHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseBe2cHotspotsRep1.broadPeak.gz"
"BE2_C","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH001181","GSM736622","Stam","UW","DS14635","Hotspot-v5.1","257438e96cd10b3955b5b772263171be",,"hg19","wgEncode",2,"3.2M",3167,,"wgEncodeUwDnaseBe2cHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseBe2cHotspotsRep2.broadPeak.gz","wgEncodeUwDnaseBe2cHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseBe2cHotspotsRep2.broadPeak.gz"
"BE2_C","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH001181","GSM736508","Stam","UW","DS14625","lmax-v1.0","50522fbb0c44fd9419e79599f309c583",,"hg19","wgEncode",1,"2.0M",3166,,"wgEncodeUwDnaseBe2cPkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseBe2cPkRep1.narrowPeak.gz","wgEncodeUwDnaseBe2cPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseBe2cPkRep1.narrowPeak.gz"
"BE2_C","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH001181","GSM736622","Stam","UW","DS14635","lmax-v1.0","957c6b42033f77e18fb8b950039c3ed2",,"hg19","wgEncode",2,"2.1M",3167,,"wgEncodeUwDnaseBe2cPkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseBe2cPkRep2.narrowPeak.gz","wgEncodeUwDnaseBe2cPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseBe2cPkRep2.narrowPeak.gz"
"BE2_C","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH001181","GSM736508","Stam","UW","DS14625","WindowDensity-bin20-win+/-75","939185594beb7e9806f21650f142f592",,"hg19","wgEncode",1,"175M",3166,,"wgEncodeUwDnaseBe2cRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseBe2cRawRep1.bigWig","wgEncodeUwDnaseBe2cRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseBe2cRawRep1.bigWig"
"BE2_C","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH001181","GSM736622","Stam","UW","DS14635","WindowDensity-bin20-win+/-75","e58a5d5ec43237279f2a2b524f94f037",,"hg19","wgEncode",2,"210M",3167,,"wgEncodeUwDnaseBe2cRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseBe2cRawRep2.bigWig","wgEncodeUwDnaseBe2cRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseBe2cRawRep2.bigWig"
"BJ","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2010-06-19#,#2011-03-19#,"wgEncodeEH000487","GSM736518","Stam","UW","DS10081","Hotspot-v5.1","7b4e7f198049e301f89d0a2fafbf74dd",,"hg18","wgEncode",1,"2.6M",1648,,"wgEncodeUwDnaseBjHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseBjHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseBjHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseBjHotspotsRep1.broadPeak.gz"
"BJ","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-06#,#2010-06-06#,#2011-03-06#,"wgEncodeEH000487","GSM736596","Stam","UW","DS10018","Hotspot-v5.1","24a93ffab8c673001beb432047b34eba",,"hg18","wgEncode",2,"3.0M",1249,,"wgEncodeUwDnaseBjHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseBjHotspotsRep2.broadPeak.gz","wgEncodeUwDnaseBjHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseBjHotspotsRep2.broadPeak.gz"
"BJ","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2010-06-19#,#2011-03-19#,"wgEncodeEH000487","GSM736518","Stam","UW","DS10081","lmax-v1.0","b3c1a7c7320c0da1599dbe8fd14def84",,"hg18","wgEncode",1,"1.8M",1648,,"wgEncodeUwDnaseBjPkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseBjPkRep1.narrowPeak.gz","wgEncodeUwDnaseBjPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseBjPkRep1.narrowPeak.gz"
"BJ","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-06#,#2010-06-06#,#2011-03-06#,"wgEncodeEH000487","GSM736596","Stam","UW","DS10018","lmax-v1.0","b34472c4ab0fd7ee7aea0a62305771ed",,"hg18","wgEncode",2,"1.9M",1249,,"wgEncodeUwDnaseBjPkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseBjPkRep2.narrowPeak.gz","wgEncodeUwDnaseBjPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseBjPkRep2.narrowPeak.gz"
"BJ","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2010-06-19#,#2011-03-19#,"wgEncodeEH000487","GSM736518","Stam","UW","DS10081","WindowDensity-bin20-win+/-75","0525fc04c65f0c06a0f4742d3ec040c2",,"hg18","wgEncode",1,"100M",1648,,"wgEncodeUwDnaseBjRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseBjRawRep1.bigWig","wgEncodeUwDnaseBjRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseBjRawRep1.bigWig"
"BJ","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-06#,#2010-06-06#,#2011-03-06#,"wgEncodeEH000487","GSM736596","Stam","UW","DS10018","WindowDensity-bin20-win+/-75","0a33107f2d5782252dfb445b7a8b3f2d",,"hg18","wgEncode",2,"150M",1249,,"wgEncodeUwDnaseBjRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseBjRawRep2.bigWig","wgEncodeUwDnaseBjRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseBjRawRep2.bigWig"
"Caco-2","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2009-04-24#,#2010-01-24#,"wgEncodeEH000486","GSM736500","Stam","UW","DS8235","Hotspot-v5.1","add0293672c9e5c01809c2134d480b89",,"hg18","wgEncode",1,"2.6M",1644,,"wgEncodeUwDnaseCaco2HotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseCaco2HotspotsRep1.broadPeak.gz","wgEncodeUwDnaseCaco2HotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCaco2HotspotsRep1.broadPeak.gz"
"Caco-2","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2009-07-01#,#2010-03-30#,"wgEncodeEH000486","GSM736587","Stam","UW","DS8416","Hotspot-v5.1","480291c36653ebe1b0ff078248f0e542",,"hg18","wgEncode",2,"2.9M",1590,,"wgEncodeUwDnaseCaco2HotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseCaco2HotspotsRep2.broadPeak.gz","wgEncodeUwDnaseCaco2HotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCaco2HotspotsRep2.broadPeak.gz"
"Caco-2","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2009-04-24#,#2010-01-24#,"wgEncodeEH000486","GSM736500","Stam","UW","DS8235","lmax-v1.0","6a4ea3ed8851781a41a418a0f4bb37e2",,"hg18","wgEncode",1,"1.4M",1644,,"wgEncodeUwDnaseCaco2PkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseCaco2PkRep1.narrowPeak.gz","wgEncodeUwDnaseCaco2PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCaco2PkRep1.narrowPeak.gz"
"Caco-2","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2009-07-01#,#2010-03-30#,"wgEncodeEH000486","GSM736587","Stam","UW","DS8416","lmax-v1.0","eb4b356f98beb39fd900398edd005876",,"hg18","wgEncode",2,"1.2M",1590,,"wgEncodeUwDnaseCaco2PkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseCaco2PkRep2.narrowPeak.gz","wgEncodeUwDnaseCaco2PkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCaco2PkRep2.narrowPeak.gz"
"Caco-2","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2009-04-24#,#2010-01-24#,"wgEncodeEH000486","GSM736500","Stam","UW","DS8235","WindowDensity-bin20-win+/-75","50244aec4017f3471f5c6e440e7e3622",,"hg18","wgEncode",1,"91M",1644,,"wgEncodeUwDnaseCaco2RawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseCaco2RawRep1.bigWig","wgEncodeUwDnaseCaco2RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCaco2RawRep1.bigWig"
"Caco-2","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2009-07-01#,#2010-03-30#,"wgEncodeEH000486","GSM736587","Stam","UW","DS8416","WindowDensity-bin20-win+/-75","a11a6738ad0c3c935b0ff3969d86f5d4",,"hg18","wgEncode",2,"123M",1590,,"wgEncodeUwDnaseCaco2RawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseCaco2RawRep2.bigWig","wgEncodeUwDnaseCaco2RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCaco2RawRep2.bigWig"
"CD20+_RO01778","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-12-14#,#2012-09-13#,"wgEncodeEH001884","GSM1024765","Stam","UW","DS18208","Hotspot-v5.2","b356c52118a3ab5d520ef7ff85e7ea69",,"hg19","wgEncode",1,"2.2M",5186,,"wgEncodeUwDnaseCd20ro01778HotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseCd20ro01778HotspotsRep1.broadPeak.gz","wgEncodeUwDnaseCd20ro01778HotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCd20ro01778HotspotsRep1.broadPeak.gz"
"CD20+_RO01778","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-25#,"wgEncodeEH001884","GSM1024766","Stam","UW","DS17541","Hotspot-v5.2","b6f8489816bb5b783f3564545dae4b5d",,"hg19","wgEncode",2,"2.8M",4400,,"wgEncodeUwDnaseCd20ro01778HotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseCd20ro01778HotspotsRep2.broadPeak.gz","wgEncodeUwDnaseCd20ro01778HotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCd20ro01778HotspotsRep2.broadPeak.gz"
"CD20+_RO01778","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-12-14#,#2012-09-13#,"wgEncodeEH001884","GSM1024765","Stam","UW","DS18208","lmax-v1.0","43089593ecfd99f370885c388df49b35",,"hg19","wgEncode",1,"1.3M",5186,,"wgEncodeUwDnaseCd20ro01778PkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseCd20ro01778PkRep1.narrowPeak.gz","wgEncodeUwDnaseCd20ro01778PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCd20ro01778PkRep1.narrowPeak.gz"
"CD20+_RO01778","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-25#,"wgEncodeEH001884","GSM1024766","Stam","UW","DS17541","lmax-v1.0","1ff5267c6273a690c86489ab8258c156",,"hg19","wgEncode",2,"1.3M",4400,,"wgEncodeUwDnaseCd20ro01778PkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseCd20ro01778PkRep2.narrowPeak.gz","wgEncodeUwDnaseCd20ro01778PkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCd20ro01778PkRep2.narrowPeak.gz"
"CD20+_RO01778","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-12-14#,#2012-09-13#,"wgEncodeEH001884","GSM1024765","Stam","UW","DS18208","WindowDensity-bin20-win+/-75","d1dbf6f445e8eb017f6bad908263c82e",,"hg19","wgEncode",1,"150M",5186,,"wgEncodeUwDnaseCd20ro01778RawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseCd20ro01778RawRep1.bigWig","wgEncodeUwDnaseCd20ro01778RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCd20ro01778RawRep1.bigWig"
"CD20+_RO01778","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-25#,"wgEncodeEH001884","GSM1024766","Stam","UW","DS17541","WindowDensity-bin20-win+/-75","d69e827d61608f936ace2ba64da171de",,"hg19","wgEncode",2,"172M",4400,,"wgEncodeUwDnaseCd20ro01778RawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseCd20ro01778RawRep2.bigWig","wgEncodeUwDnaseCd20ro01778RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCd20ro01778RawRep2.bigWig"
"CD34+_Mobilized","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-25#,"wgEncodeEH001885","GSM1024770","Stam","UW","DS16814","Hotspot-v5.2","e790e4001f3bf6c8e13b13e361a9a525",,"hg19","wgEncode",1,"2.5M",4401,,"wgEncodeUwDnaseCd34mobilizedHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseCd34mobilizedHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseCd34mobilizedHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCd34mobilizedHotspotsRep1.broadPeak.gz"
"CD34+_Mobilized","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-25#,"wgEncodeEH001885","GSM1024770","Stam","UW","DS16814","lmax-v1.0","e8ebc26bf91ffe81e3203147476060df",,"hg19","wgEncode",1,"1.9M",4401,,"wgEncodeUwDnaseCd34mobilizedPkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseCd34mobilizedPkRep1.narrowPeak.gz","wgEncodeUwDnaseCd34mobilizedPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCd34mobilizedPkRep1.narrowPeak.gz"
"CD34+_Mobilized","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-25#,"wgEncodeEH001885","GSM1024770","Stam","UW","DS16814","WindowDensity-bin20-win+/-75","adcdf7198a562387e409ae706ee98d1a",,"hg19","wgEncode",1,"145M",4401,,"wgEncodeUwDnaseCd34mobilizedRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseCd34mobilizedRawRep1.bigWig","wgEncodeUwDnaseCd34mobilizedRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCd34mobilizedRawRep1.bigWig"
"CD4+_Naive_Wb11970640","wgEncodeUwDnase","DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-09#,#2013-04-09#,"wgEncodeEH003027","GSM1024789","Stam","UW","DS14108","Hotspot-v5.2","07d69683c4cdcd1e0e1d12914e77badf",,"hg19","wgEncode",1,"2.9M",7326,,"wgEncodeUwDnaseCd4naivewb11970640HotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseCd4naivewb11970640HotspotsRep1.broadPeak.gz","wgEncodeUwDnaseCd4naivewb11970640HotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCd4naivewb11970640HotspotsRep1.broadPeak.gz"
"CD4+_Naive_Wb11970640","wgEncodeUwDnase","DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-09#,#2013-04-09#,"wgEncodeEH003027","GSM1024789","Stam","UW","DS14108","lmax-v1.0","fffba9c9b3045a5f70337ae188974b4c",,"hg19","wgEncode",1,"966K",7326,,"wgEncodeUwDnaseCd4naivewb11970640PkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseCd4naivewb11970640PkRep1.narrowPeak.gz","wgEncodeUwDnaseCd4naivewb11970640PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCd4naivewb11970640PkRep1.narrowPeak.gz"
"CD4+_Naive_Wb11970640","wgEncodeUwDnase","DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-09#,#2013-04-09#,"wgEncodeEH003027","GSM1024789","Stam","UW","DS14108","WindowDensity-bin20-win+/-75","bb2e797086e6d4cafae029166a232f19",,"hg19","wgEncode",1,"152M",7326,,"wgEncodeUwDnaseCd4naivewb11970640RawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseCd4naivewb11970640RawRep1.bigWig","wgEncodeUwDnaseCd4naivewb11970640RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCd4naivewb11970640RawRep1.bigWig"
"CD4+_Naive_Wb78495824","wgEncodeUwDnase","DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-09#,#2013-04-09#,"wgEncodeEH003028","GSM1024782","Stam","UW","DS15241","Hotspot-v5.2","0c9cfb0b6bc08db4a3c707aa7d04f9a7",,"hg19","wgEncode",1,"4.2M",7327,,"wgEncodeUwDnaseCd4naivewb78495824HotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseCd4naivewb78495824HotspotsRep1.broadPeak.gz","wgEncodeUwDnaseCd4naivewb78495824HotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCd4naivewb78495824HotspotsRep1.broadPeak.gz"
"CD4+_Naive_Wb78495824","wgEncodeUwDnase","DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-09#,#2013-04-09#,"wgEncodeEH003028","GSM1024782","Stam","UW","DS15241","lmax-v1.0","bf73b1b4a7220cc5638e2c03bfd669c1",,"hg19","wgEncode",1,"1.1M",7327,,"wgEncodeUwDnaseCd4naivewb78495824PkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseCd4naivewb78495824PkRep1.narrowPeak.gz","wgEncodeUwDnaseCd4naivewb78495824PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCd4naivewb78495824PkRep1.narrowPeak.gz"
"CD4+_Naive_Wb78495824","wgEncodeUwDnase","DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-09#,#2013-04-09#,"wgEncodeEH003028","GSM1024782","Stam","UW","DS15241","WindowDensity-bin20-win+/-75","e79ba7153fd8dcd691a48aa5c6be5b9d",,"hg19","wgEncode",1,"155M",7327,,"wgEncodeUwDnaseCd4naivewb78495824RawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseCd4naivewb78495824RawRep1.bigWig","wgEncodeUwDnaseCd4naivewb78495824RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCd4naivewb78495824RawRep1.bigWig"
"CMK","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2010-01-08#,#2010-10-07#,"wgEncodeEH000510","GSM736607","Stam","UW","DS12393","Hotspot-v5.1","3c89fe8833bd150d2cfbe8dedccf06d2",,"hg18","wgEncode",1,"3.3M",1586,,"wgEncodeUwDnaseCmkHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseCmkHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseCmkHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCmkHotspotsRep1.broadPeak.gz"
"CMK","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2010-01-08#,#2010-10-07#,"wgEncodeEH000510","GSM736607","Stam","UW","DS12393","lmax-v1.0","3c1ea4f201cf470eab2296e14f884837",,"hg18","wgEncode",1,"1.6M",1586,,"wgEncodeUwDnaseCmkPkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseCmkPkRep1.narrowPeak.gz","wgEncodeUwDnaseCmkPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCmkPkRep1.narrowPeak.gz"
"CMK","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2010-01-08#,#2010-10-07#,"wgEncodeEH000510","GSM736607","Stam","UW","DS12393","WindowDensity-bin20-win+/-75","3858e5c98bd60fcfb6fdb9035ef64199",,"hg18","wgEncode",1,"127M",1586,,"wgEncodeUwDnaseCmkRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseCmkRawRep1.bigWig","wgEncodeUwDnaseCmkRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseCmkRawRep1.bigWig"
"GM04503","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-12-14#,#2012-09-14#,"wgEncodeEH002574","GSM1024777","Stam","UW","DS18637","Hotspot-v5.2","fe1613aad647400f74ca849a5c8e0f6e",,"hg19","wgEncode",1,"3.2M",5205,,"wgEncodeUwDnaseGm04503HotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseGm04503HotspotsRep1.broadPeak.gz","wgEncodeUwDnaseGm04503HotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseGm04503HotspotsRep1.broadPeak.gz"
"GM04503","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-12-14#,#2012-09-14#,"wgEncodeEH002574","GSM1024780","Stam","UW","DS18640","Hotspot-v5.2","35cde7544633db4d213252b7d8b9f23e",,"hg19","wgEncode",2,"3.0M",5189,,"wgEncodeUwDnaseGm04503HotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseGm04503HotspotsRep2.broadPeak.gz","wgEncodeUwDnaseGm04503HotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseGm04503HotspotsRep2.broadPeak.gz"
"GM04503","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-12-14#,#2012-09-14#,"wgEncodeEH002574","GSM1024777","Stam","UW","DS18637","lmax-v1.0","1aca9d2e9602279834bd86404a6a17e0",,"hg19","wgEncode",1,"2.2M",5205,,"wgEncodeUwDnaseGm04503PkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseGm04503PkRep1.narrowPeak.gz","wgEncodeUwDnaseGm04503PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseGm04503PkRep1.narrowPeak.gz"
"GM04503","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-12-14#,#2012-09-14#,"wgEncodeEH002574","GSM1024780","Stam","UW","DS18640","lmax-v1.0","b2f1ff330f03bf32f91d0678fc10487f",,"hg19","wgEncode",2,"2.1M",5189,,"wgEncodeUwDnaseGm04503PkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseGm04503PkRep2.narrowPeak.gz","wgEncodeUwDnaseGm04503PkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseGm04503PkRep2.narrowPeak.gz"
