"bio_rep","cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","dcc_internal_notes","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_protocol_id","lab_version","localization","md5sum","obj_status","project","read_type","replicate","rna_extract","seq_platform","sex","size","spike_in_pool","sub_id","submitted_data_version","table_name","type","view","filename","fname","url"
"038WC","BJ","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-12-23#,#2011-09-23#,"wgEncodeEH000185",,,"GSM767855","Gingeras","CSHL","LID9008",,,"cell","4e6f9165bb3a6059b621c6cd6c16ed2c",,"wgEncode","2x76D",2,"longNonPolyA","Illumina_GA2x",,"140M","Nist14",3129,,"wgEncodeCshlLongRnaSeqBjCellLongnonpolyaPlusRawSigRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqBjCellLongnonpolyaPlusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqBjCellLongnonpolyaPlusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqBjCellLongnonpolyaPlusRawSigRep2.bigWig"
"037WC,038WC","BJ","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000185",,,"GSM767855","Gingeras","CSHL","LID9007,LID9008",,"iIDR","cell","3fc283e272af02cd4eff99121b7a45df",,"wgEncode","2x76D",,"longNonPolyA","Illumina_GA2x",,"15M","Nist14",3605,,"wgEncodeCshlLongRnaSeqBjCellPamContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqBjCellPamContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqBjCellPamContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqBjCellPamContigs.bedRnaElements.gz"
"037WC,038WC","BJ","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000145",,,"GSM758562","Gingeras","CSHL","LID8969,LID8970",,"iIDR","cell","c65a5db1991f1a934fab425f74dd907e",,"wgEncode","2x76D",,"longPolyA","Illumina_GA2x",,"11M","Nist14",3606,,"wgEncodeCshlLongRnaSeqBjCellPapContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqBjCellPapContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqBjCellPapContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqBjCellPapContigs.bedRnaElements.gz"
"037WC","BJ","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000145",,,"GSM758562","Gingeras","CSHL","LID8969",,,"cell","0415dbe7e4baefa0941b49c578b4431f",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"499M","Nist14",2456,,"wgEncodeCshlLongRnaSeqBjCellPapMinusRawSigRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqBjCellPapMinusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqBjCellPapMinusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqBjCellPapMinusRawSigRep1.bigWig"
"038WC","BJ","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-10-01#,#2011-07-01#,"wgEncodeEH000145",,,"GSM758562","Gingeras","CSHL","LID8970",,,"cell","6656e0683ee649fa35aa7f091115b572",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"408M","Nist14",2477,,"wgEncodeCshlLongRnaSeqBjCellPapMinusRawSigRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqBjCellPapMinusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqBjCellPapMinusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqBjCellPapMinusRawSigRep2.bigWig"
"037WC","BJ","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000145",,,"GSM758562","Gingeras","CSHL","LID8969",,,"cell","7b2302db1d7d19d35635451146694f5c",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"519M","Nist14",2456,,"wgEncodeCshlLongRnaSeqBjCellPapPlusRawSigRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqBjCellPapPlusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqBjCellPapPlusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqBjCellPapPlusRawSigRep1.bigWig"
"038WC","BJ","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-10-01#,#2011-07-01#,"wgEncodeEH000145",,,"GSM758562","Gingeras","CSHL","LID8970",,,"cell","456c3e8da305b3319d6bec9432bbcef1",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"425M","Nist14",2477,,"wgEncodeCshlLongRnaSeqBjCellPapPlusRawSigRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqBjCellPapPlusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqBjCellPapPlusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqBjCellPapPlusRawSigRep2.bigWig"
"041WC,042WC","CD20+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002666",,"RO01794,RO01778","GSM981254","Gingeras","CSHL","LID44659,LID44660",,"iIDR","cell","bc99e5aa82cdcffd5afe5451beeedc70",,"wgEncode","2x76D",,"longNonPolyA","Illumina_GA2x",,"16M","Nist14",6026,,"wgEncodeCshlLongRnaSeqCd20CellPamContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqCd20CellPamContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqCd20CellPamContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqCd20CellPamContigs.bedRnaElements.gz"
"041WC","CD20+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-18#,#2012-11-17#,"wgEncodeEH002666",,"RO01794","GSM981254","Gingeras","CSHL","LID44659",,,"cell","61176fc04382b397dfc4c2f298c9cbf7",,"wgEncode","2x76D",1,"longNonPolyA","Illumina_GA2x",,"220M","Nist14",5793,,"wgEncodeCshlLongRnaSeqCd20CellPamMinusRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqCd20CellPamMinusRep1.bigWig","wgEncodeCshlLongRnaSeqCd20CellPamMinusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqCd20CellPamMinusRep1.bigWig"
"042WC","CD20+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-16#,#2012-11-16#,"wgEncodeEH002666",,"RO01778","GSM981254","Gingeras","CSHL","LID44660",,,"cell","56caa1915f2a4202dd2571f5dc252549",,"wgEncode","2x76D",2,"longNonPolyA","Illumina_GA2x",,"86M","Nist14",5761,,"wgEncodeCshlLongRnaSeqCd20CellPamMinusRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqCd20CellPamMinusRep2.bigWig","wgEncodeCshlLongRnaSeqCd20CellPamMinusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqCd20CellPamMinusRep2.bigWig"
"041WC","CD20+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-18#,#2012-11-17#,"wgEncodeEH002666",,"RO01794","GSM981254","Gingeras","CSHL","LID44659",,,"cell","343d6f74fd36a167b569b33d09aac86e",,"wgEncode","2x76D",1,"longNonPolyA","Illumina_GA2x",,"227M","Nist14",5793,,"wgEncodeCshlLongRnaSeqCd20CellPamPlusRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqCd20CellPamPlusRep1.bigWig","wgEncodeCshlLongRnaSeqCd20CellPamPlusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqCd20CellPamPlusRep1.bigWig"
"042WC","CD20+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-16#,#2012-11-16#,"wgEncodeEH002666",,"RO01778","GSM981254","Gingeras","CSHL","LID44660",,,"cell","ae748c912504066218cc2a2f536636a8",,"wgEncode","2x76D",2,"longNonPolyA","Illumina_GA2x",,"88M","Nist14",5761,,"wgEncodeCshlLongRnaSeqCd20CellPamPlusRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqCd20CellPamPlusRep2.bigWig","wgEncodeCshlLongRnaSeqCd20CellPamPlusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqCd20CellPamPlusRep2.bigWig"
"041WC,042WC","CD20+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-05-14#,"wgEncodeEH002665",,"RO01794,RO01778","GSM981256","Gingeras","CSHL","LID44498,LID44499",,"iIDR","cell","2838b458d18c04699d8ec1bcaeea5a11",,"wgEncode","2x76D",,"longPolyA","Illumina_GA2x",,"15M","Nist14",6039,,"wgEncodeCshlLongRnaSeqCd20CellPapContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqCd20CellPapContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqCd20CellPapContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqCd20CellPapContigs.bedRnaElements.gz"
"041WC","CD20+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-16#,#2012-05-14#,"wgEncodeEH002665",,"RO01794","GSM981256","Gingeras","CSHL","LID44498",,,"cell","bfaae9c78dda581888d330286bd3d2d4",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"168M","Nist14",5758,,"wgEncodeCshlLongRnaSeqCd20CellPapMinusRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqCd20CellPapMinusRep1.bigWig","wgEncodeCshlLongRnaSeqCd20CellPapMinusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqCd20CellPapMinusRep1.bigWig"
"042WC","CD20+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-17#,#2012-05-14#,"wgEncodeEH002665",,"RO01778","GSM981256","Gingeras","CSHL","LID44499",,,"cell","57c64337169fd14acdfe1770867255ae",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"153M","Nist14",5772,,"wgEncodeCshlLongRnaSeqCd20CellPapMinusRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqCd20CellPapMinusRep2.bigWig","wgEncodeCshlLongRnaSeqCd20CellPapMinusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqCd20CellPapMinusRep2.bigWig"
"041WC","CD20+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-16#,#2012-05-14#,"wgEncodeEH002665",,"RO01794","GSM981256","Gingeras","CSHL","LID44498",,,"cell","69b0ad10ac592a52edfb149eb88d1a57",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"172M","Nist14",5758,,"wgEncodeCshlLongRnaSeqCd20CellPapPlusRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqCd20CellPapPlusRep1.bigWig","wgEncodeCshlLongRnaSeqCd20CellPapPlusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqCd20CellPapPlusRep1.bigWig"
"042WC","CD20+","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-17#,#2012-05-14#,"wgEncodeEH002665",,"RO01778","GSM981256","Gingeras","CSHL","LID44499",,,"cell","c49c2b194cfc2335ddd7436ee2b0a53d",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"157M","Nist14",5772,,"wgEncodeCshlLongRnaSeqCd20CellPapPlusRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqCd20CellPapPlusRep2.bigWig","wgEncodeCshlLongRnaSeqCd20CellPapPlusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqCd20CellPapPlusRep2.bigWig"
"043WC","CD34+_Mobilized","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002670",,,"GSM981257","Gingeras","CSHL","LID45901",,"iIDR","cell","4cdfcc9c4aca2c872543f8e46a03166e",,"wgEncode","2x101D",,"total","Illumina_HiSeq_2000",,"51M","Nist14",6035,,"wgEncodeCshlLongRnaSeqCd34mobilizedCellTotalContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqCd34mobilizedCellTotalContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqCd34mobilizedCellTotalContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqCd34mobilizedCellTotalContigs.bedRnaElements.gz"
"043WC","CD34+_Mobilized","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-17#,#2012-11-17#,"wgEncodeEH002670",,,"GSM981257","Gingeras","CSHL","LID45901",,,"cell","55d6c7400492af62dc93f5ededae66c4",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"443M","Nist14",5780,,"wgEncodeCshlLongRnaSeqCd34mobilizedCellTotalMinusRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqCd34mobilizedCellTotalMinusRep1.bigWig","wgEncodeCshlLongRnaSeqCd34mobilizedCellTotalMinusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqCd34mobilizedCellTotalMinusRep1.bigWig"
"043WC","CD34+_Mobilized","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-17#,#2012-11-17#,"wgEncodeEH002670",,,"GSM981257","Gingeras","CSHL","LID45901",,,"cell","50e12cf07491d82d01448573a8932505",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"460M","Nist14",5780,,"wgEncodeCshlLongRnaSeqCd34mobilizedCellTotalPlusRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqCd34mobilizedCellTotalPlusRep1.bigWig","wgEncodeCshlLongRnaSeqCd34mobilizedCellTotalPlusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqCd34mobilizedCellTotalPlusRep1.bigWig"
"003WC","GM12878","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-11#,"wgEncodeEH000148",,,"GSM758572","Gingeras","CSHL","LID8661",,,"cell","f65d5b1cf55535bb52ae792efe178e0e",,"wgEncode","2x76D",1,"longNonPolyA","Illumina_GA2x",,"269M","Nist14",3230,,"wgEncodeCshlLongRnaSeqGm12878CellLongnonpolyaMinusRawSigRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqGm12878CellLongnonpolyaMinusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqGm12878CellLongnonpolyaMinusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqGm12878CellLongnonpolyaMinusRawSigRep1.bigWig"
"004WC","GM12878","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000148",,,"GSM758572","Gingeras","CSHL","LID8662",,,"cell","adccefe27695169d299834f7feee9b42",,"wgEncode","2x76D",2,"longNonPolyA","Illumina_GA2x",,"971M","Nist14",2402,,"wgEncodeCshlLongRnaSeqGm12878CellLongnonpolyaMinusRawSigRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqGm12878CellLongnonpolyaMinusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqGm12878CellLongnonpolyaMinusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqGm12878CellLongnonpolyaMinusRawSigRep2.bigWig"
"003WC","GM12878","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-11#,"wgEncodeEH000148",,,"GSM758572","Gingeras","CSHL","LID8661",,,"cell","2d592b8d0a4083217c8784f7af13e1b7",,"wgEncode","2x76D",1,"longNonPolyA","Illumina_GA2x",,"282M","Nist14",3230,,"wgEncodeCshlLongRnaSeqGm12878CellLongnonpolyaPlusRawSigRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqGm12878CellLongnonpolyaPlusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqGm12878CellLongnonpolyaPlusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqGm12878CellLongnonpolyaPlusRawSigRep1.bigWig"
"004WC","GM12878","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000148",,,"GSM758572","Gingeras","CSHL","LID8662",,,"cell","6d5d8e28815734d88750ee01e85621ab",,"wgEncode","2x76D",2,"longNonPolyA","Illumina_GA2x",,"1021M","Nist14",2402,,"wgEncodeCshlLongRnaSeqGm12878CellLongnonpolyaPlusRawSigRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqGm12878CellLongnonpolyaPlusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqGm12878CellLongnonpolyaPlusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqGm12878CellLongnonpolyaPlusRawSigRep2.bigWig"
"003WC,004WC","GM12878","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000148",,,"GSM758572","Gingeras","CSHL","LID8661,LID8662",,"iIDR","cell","d68f85952a46021668eb3c251d349d37",,"wgEncode","2x76D",,"longNonPolyA","Illumina_GA2x",,"19M","Nist14",3611,,"wgEncodeCshlLongRnaSeqGm12878CellPamContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqGm12878CellPamContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqGm12878CellPamContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqGm12878CellPamContigs.bedRnaElements.gz"
"003WC,004WC","GM12878","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000146",,,"GSM758559","Gingeras","CSHL","LID16629,LID16630",,"iIDR","cell","e3fd7afcc99cc3081cd3d54df22221ca",,"wgEncode","2x76D",,"longPolyA","Illumina_GA2x",,"13M","Nist14",3612,,"wgEncodeCshlLongRnaSeqGm12878CellPapContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqGm12878CellPapContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqGm12878CellPapContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqGm12878CellPapContigs.bedRnaElements.gz"
"003WC","GM12878","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000146",,,"GSM758559","Gingeras","CSHL","LID16629",,,"cell","4b2ec164f0172da8d2c2e31d1db78834",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"807M","Nist14",2097,,"wgEncodeCshlLongRnaSeqGm12878CellPapMinusRawSigRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqGm12878CellPapMinusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqGm12878CellPapMinusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqGm12878CellPapMinusRawSigRep1.bigWig"
"004WC","GM12878","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000146",,,"GSM758559","Gingeras","CSHL","LID16630",,,"cell","8ae303919ed45aac5bd48587ad8d92d2",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"826M","Nist14",2445,,"wgEncodeCshlLongRnaSeqGm12878CellPapMinusRawSigRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqGm12878CellPapMinusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqGm12878CellPapMinusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqGm12878CellPapMinusRawSigRep2.bigWig"
"003WC","GM12878","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000146",,,"GSM758559","Gingeras","CSHL","LID16629",,,"cell","2edf2618c543cbc0e7fcf4cfac7404be",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"844M","Nist14",2097,,"wgEncodeCshlLongRnaSeqGm12878CellPapPlusRawSigRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqGm12878CellPapPlusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqGm12878CellPapPlusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqGm12878CellPapPlusRawSigRep1.bigWig"
"004WC","GM12878","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000146",,,"GSM758559","Gingeras","CSHL","LID16630",,,"cell","cdd45d6f623ee8e0c5df429c8b24b601",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"861M","Nist14",2445,,"wgEncodeCshlLongRnaSeqGm12878CellPapPlusRawSigRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqGm12878CellPapPlusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqGm12878CellPapPlusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqGm12878CellPapPlusRawSigRep2.bigWig"
"gen0102WC","GM12878","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-10-22#,#2010-07-22#,"wgEncodeEH000141",,,"GSM840138","Gingeras","CSHL","crg-7",,,"cell","cadc625e69182fb0af58e4e6a48b2687",,"wgEncode",,1,"total","Illumina_GA2",,"267M",,1502,,"wgEncodeCshlLongRnaSeqGm12878CellTotalMinusRawSigRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqGm12878CellTotalMinusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqGm12878CellTotalMinusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqGm12878CellTotalMinusRawSigRep1.bigWig"
"gen0103WC","GM12878","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-10-22#,#2010-07-22#,"wgEncodeEH000141",,,"GSM840138","Gingeras","CSHL","crg-12",,,"cell","6cacaa26ba8546a42ded06e443bca381",,"wgEncode",,2,"total","Illumina_GA2",,"203M",,1502,,"wgEncodeCshlLongRnaSeqGm12878CellTotalMinusRawSigRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqGm12878CellTotalMinusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqGm12878CellTotalMinusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqGm12878CellTotalMinusRawSigRep2.bigWig"
"gen0102WC","GM12878","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-10-22#,#2010-07-22#,"wgEncodeEH000141",,,"GSM840138","Gingeras","CSHL","crg-7",,,"cell","9ca68b5ab1aab4a0768f949edc2c34d2",,"wgEncode",,1,"total","Illumina_GA2",,"278M",,1502,,"wgEncodeCshlLongRnaSeqGm12878CellTotalPlusRawSigRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqGm12878CellTotalPlusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqGm12878CellTotalPlusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqGm12878CellTotalPlusRawSigRep1.bigWig"
