"antibody","cell","composite","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","set_type","size","sub_id","table_name","treatment","type","view","filename","fname","url"
"CTCF","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-13#,#2012-11-12#,"wgEncodeEH003437","GSM1006878","Crawford","UT-A","p-value cutoff: 0.05","44b518e1404ae5f3b5ab8c9aeafaca71",,,"wgEncode",1,"exp","1.2M",5616,"wgEncodeOpenChromChipMcf7CtcfSerumstvdPkRep1","serum_starved_media","narrowPeak","Peaks","wgEncodeOpenChromChipMcf7CtcfSerumstvdPkRep1.narrowPeak.gz","wgEncodeOpenChromChipMcf7CtcfSerumstvdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CtcfSerumstvdPkRep1.narrowPeak.gz"
"CTCF","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-13#,#2012-11-12#,"wgEncodeEH003437","GSM1006878","Crawford","UT-A","fseq v 1.84, iff_MCF7","4666feef48ddda62f8822fc93386d5a6",,,"wgEncode",,"exp","3.1G",5616,"wgEncodeOpenChromChipMcf7CtcfSerumstvdSig","serum_starved_media","bigWig","Signal","wgEncodeOpenChromChipMcf7CtcfSerumstvdSig.bigWig","wgEncodeOpenChromChipMcf7CtcfSerumstvdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CtcfSerumstvdSig.bigWig"
"CTCF","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-12-28#,#2010-09-28#,"wgEncodeEH000598","GSM822305","Crawford","UT-A","fseq v 1.84, iff_MCF7","e571b7261138ee39de4bde330018149d",,"hg18","wgEncode",,"exp","3.0G",1580,"wgEncodeOpenChromChipMcf7CtcfSig","None","bigWig","Signal","wgEncodeOpenChromChipMcf7CtcfSig.bigWig","wgEncodeOpenChromChipMcf7CtcfSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CtcfSig.bigWig"
"CTCF","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-16#,#2011-07-16#,"wgEncodeEH001132","GSM822308","Crawford","UT-A","baseAlignCounts.pl v 1","ed38d8e86f9e258032408d67e82d6517",,"hg19","wgEncode",,"exp","487M",2505,"wgEncodeOpenChromChipMcf7CtcfVehBaseOverlapSignal","vehicle","bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipMcf7CtcfVehBaseOverlapSignal.bigWig","wgEncodeOpenChromChipMcf7CtcfVehBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CtcfVehBaseOverlapSignal.bigWig"
"CTCF","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-16#,#2011-07-16#,"wgEncodeEH001132","GSM822308","Crawford","UT-A","p-value cutoff: 0.05","ad2972e4ab6e0b01298aef5d8a8eae23",,"hg19","wgEncode",,"exp","1.5M",2505,"wgEncodeOpenChromChipMcf7CtcfVehPkRep1","vehicle","narrowPeak","Peaks","wgEncodeOpenChromChipMcf7CtcfVehPkRep1.narrowPeak.gz","wgEncodeOpenChromChipMcf7CtcfVehPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CtcfVehPkRep1.narrowPeak.gz"
"CTCF","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-16#,#2011-07-16#,"wgEncodeEH001132","GSM822308","Crawford","UT-A","fseq v 1.84, iff_MCF7","8452bed735ecf46f2725287e9bae18ba",,"hg19","wgEncode",,"exp","4.7G",2505,"wgEncodeOpenChromChipMcf7CtcfVehSig","vehicle","bigWig","Signal","wgEncodeOpenChromChipMcf7CtcfVehSig.bigWig","wgEncodeOpenChromChipMcf7CtcfVehSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7CtcfVehSig.bigWig"
"Input","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE June 2010 Freeze",#2010-06-22#,#2009-12-22#,#2010-09-22#,"wgEncodeEH000589","GSM822283","Crawford","UT-A","fseq v 1.84","78db549a6772a68e73403e017650cfbd",,"hg18","wgEncode",,"input","4.5G",1834,"wgEncodeOpenChromChipMcf7InputSig","None","bigWig","Signal","wgEncodeOpenChromChipMcf7InputSig.bigWig","wgEncodeOpenChromChipMcf7InputSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7InputSig.bigWig"
"Pol2","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-15#,#2011-07-15#,"wgEncodeEH001130","GSM822295","Crawford","UT-A","baseAlignCounts.pl v 1","e4d4a98d05318da7160cbbc4791ba83d",,"hg19","wgEncode",,"exp","384M",2495,"wgEncodeOpenChromChipMcf7Pol2BaseOverlapSignal","None","bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipMcf7Pol2BaseOverlapSignal.bigWig","wgEncodeOpenChromChipMcf7Pol2BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7Pol2BaseOverlapSignal.bigWig"
"Pol2","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-15#,#2011-07-15#,"wgEncodeEH001130","GSM822295","Crawford","UT-A","p-value cutoff: 0.05","d1cebd057ea17dd9de18487291bd39de",,"hg19","wgEncode",,"exp","2.2M",2495,"wgEncodeOpenChromChipMcf7Pol2PkRep1","None","narrowPeak","Peaks","wgEncodeOpenChromChipMcf7Pol2PkRep1.narrowPeak.gz","wgEncodeOpenChromChipMcf7Pol2PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7Pol2PkRep1.narrowPeak.gz"
"Pol2","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-11#,#2012-11-11#,"wgEncodeEH003435","GSM1006876","Crawford","UT-A","baseAlignCounts.pl v 1","817b7951625d19c16bb4ba34b1991cf7",,,"wgEncode",,"exp","1.2G",5614,"wgEncodeOpenChromChipMcf7Pol2SerumstimBaseOverlapSignal","serum_stimulated_media","bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipMcf7Pol2SerumstimBaseOverlapSignal.bigWig","wgEncodeOpenChromChipMcf7Pol2SerumstimBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7Pol2SerumstimBaseOverlapSignal.bigWig"
"Pol2","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-11#,#2012-11-11#,"wgEncodeEH003435","GSM1006876","Crawford","UT-A","p-value cutoff: 0.05","5125c16af17d12c111cc557b5d208526",,,"wgEncode",1,"exp","1.6M",5614,"wgEncodeOpenChromChipMcf7Pol2SerumstimPkRep1","serum_stimulated_media","narrowPeak","Peaks","wgEncodeOpenChromChipMcf7Pol2SerumstimPkRep1.narrowPeak.gz","wgEncodeOpenChromChipMcf7Pol2SerumstimPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7Pol2SerumstimPkRep1.narrowPeak.gz"
"Pol2","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-11#,#2012-11-11#,"wgEncodeEH003435","GSM1006876","Crawford","UT-A","fseq v 1.84, iff_MCF7","5b48ce173ca0d658d4eb1bdd5d04e4e5",,,"wgEncode",,"exp","2.4G",5614,"wgEncodeOpenChromChipMcf7Pol2SerumstimSig","serum_stimulated_media","bigWig","Signal","wgEncodeOpenChromChipMcf7Pol2SerumstimSig.bigWig","wgEncodeOpenChromChipMcf7Pol2SerumstimSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7Pol2SerumstimSig.bigWig"
"Pol2","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-13#,#2012-11-12#,"wgEncodeEH003438","GSM1006865","Crawford","UT-A","baseAlignCounts.pl v 1","6547f2f1c1c271507eac6019668f75b2",,,"wgEncode",,"exp","1.2G",5617,"wgEncodeOpenChromChipMcf7Pol2SerumstvdBaseOverlapSignal","serum_starved_media","bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipMcf7Pol2SerumstvdBaseOverlapSignal.bigWig","wgEncodeOpenChromChipMcf7Pol2SerumstvdBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7Pol2SerumstvdBaseOverlapSignal.bigWig"
"Pol2","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-13#,#2012-11-12#,"wgEncodeEH003438","GSM1006865","Crawford","UT-A","p-value cutoff: 0.05","6c970fe6171530858254a42b1d2ffae6",,,"wgEncode",1,"exp","1.6M",5617,"wgEncodeOpenChromChipMcf7Pol2SerumstvdPkRep1","serum_starved_media","narrowPeak","Peaks","wgEncodeOpenChromChipMcf7Pol2SerumstvdPkRep1.narrowPeak.gz","wgEncodeOpenChromChipMcf7Pol2SerumstvdPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7Pol2SerumstvdPkRep1.narrowPeak.gz"
"Pol2","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Mar 2012 Freeze",,#2012-02-13#,#2012-11-12#,"wgEncodeEH003438","GSM1006865","Crawford","UT-A","fseq v 1.84, iff_MCF7","f9c2f559ebf50a142f412bc35d791f02",,,"wgEncode",,"exp","2.5G",5617,"wgEncodeOpenChromChipMcf7Pol2SerumstvdSig","serum_starved_media","bigWig","Signal","wgEncodeOpenChromChipMcf7Pol2SerumstvdSig.bigWig","wgEncodeOpenChromChipMcf7Pol2SerumstvdSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7Pol2SerumstvdSig.bigWig"
"Pol2","MCF-7","wgEncodeOpenChromChip","wgEncodeEH000589","ChipSeq","ENCODE Jan 2011 Freeze",,#2010-10-15#,#2011-07-15#,"wgEncodeEH001130","GSM822295","Crawford","UT-A","fseq v 1.84, iff_MCF7","42ce7255186688d5881ea9cb5b6b81c7",,"hg19","wgEncode",,"exp","1.5G",2495,"wgEncodeOpenChromChipMcf7Pol2Sig","None","bigWig","Signal","wgEncodeOpenChromChipMcf7Pol2Sig.bigWig","wgEncodeOpenChromChipMcf7Pol2Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMcf7Pol2Sig.bigWig"
"CTCF","Medullo","wgEncodeOpenChromChip","wgEncodeEH003441","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-06#,#2013-04-06#,"wgEncodeEH003440","GSM1006893","Crawford","UT-A","baseAlignCounts.pl v 1","1fa844b95862d91648da5610d9c75eda",,,"wgEncode",,"exp","1.1G",7325,"wgEncodeOpenChromChipMedulloCtcfBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipMedulloCtcfBaseOverlapSignal.bigWig","wgEncodeOpenChromChipMedulloCtcfBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMedulloCtcfBaseOverlapSignal.bigWig"
"CTCF","Medullo","wgEncodeOpenChromChip","wgEncodeEH003441","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-06#,#2013-04-06#,"wgEncodeEH003440","GSM1006893","Crawford","UT-A","p-value cutoff: 0.05","622afeb1b860c907cac627b9d9c150be",,,"wgEncode",1,"exp","1.1M",7325,"wgEncodeOpenChromChipMedulloCtcfPkRep1",,"narrowPeak","Peaks","wgEncodeOpenChromChipMedulloCtcfPkRep1.narrowPeak.gz","wgEncodeOpenChromChipMedulloCtcfPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMedulloCtcfPkRep1.narrowPeak.gz"
"CTCF","Medullo","wgEncodeOpenChromChip","wgEncodeEH003441","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-06#,#2013-04-06#,"wgEncodeEH003440","GSM1006893","Crawford","UT-A","fseq v 1.84, iff_D721","15ea10fffb285f5bba3d3a8bfc084e96",,,"wgEncode",,"exp","3.9G",7325,"wgEncodeOpenChromChipMedulloCtcfSig",,"bigWig","Signal","wgEncodeOpenChromChipMedulloCtcfSig.bigWig","wgEncodeOpenChromChipMedulloCtcfSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMedulloCtcfSig.bigWig"
"Input","Medullo","wgEncodeOpenChromChip","wgEncodeEH003441","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-06#,#2013-04-06#,"wgEncodeEH003441","GSM1006892","Crawford","UT-A","fseq v 1.84","3fc45b2ffa8fcaa55c3f68d8e5b296c3",,,"wgEncode",,"input","4.0G",7323,"wgEncodeOpenChromChipMedulloInputSig",,"bigWig","Signal","wgEncodeOpenChromChipMedulloInputSig.bigWig","wgEncodeOpenChromChipMedulloInputSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMedulloInputSig.bigWig"
"Input","Monocytes-CD14+_RO01746","wgEncodeOpenChromChip","wgEncodeEH001137","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-17#,#2011-10-17#,"wgEncodeEH001137","GSM822296","Crawford","UT-A","fseq v 1.84","10c502bdfbdcdbf2fffee2318626c6e7","renamed - added in cell donor name - wgEncodeOpenChromChipMonocd14ro01746InputSig","hg19","wgEncode",,"input","4.0G",3271,"wgEncodeOpenChromChipMonocd14InputSig","None","bigWig","Signal","wgEncodeOpenChromChipMonocd14InputSig.bigWig","wgEncodeOpenChromChipMonocd14InputSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMonocd14InputSig.bigWig"
"Input","Monocytes-CD14+_RO01746","wgEncodeOpenChromChip","wgEncodeEH001137","ChipSeq","ENCODE Jan 2011 Freeze",,#2011-01-17#,#2011-10-17#,"wgEncodeEH001137","GSM822296","Crawford","UT-A","fseq v 1.84","10c502bdfbdcdbf2fffee2318626c6e7",,"hg19","wgEncode",,"input","4.0G",3271,"wgEncodeOpenChromChipMonocd14ro1746InputSig","None","bigWig","Signal","wgEncodeOpenChromChipMonocd14ro1746InputSig.bigWig","wgEncodeOpenChromChipMonocd14ro1746InputSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipMonocd14ro1746InputSig.bigWig"
"CTCF","NHEK","wgEncodeOpenChromChip","generic_female","ChipSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-09-30#,#2010-06-30#,"wgEncodeEH000559","GSM822271","Crawford","UT-A","baseAlignCounts.pl v 1","34df3542a3a540eefc53a062d3c25e08",,"hg18","wgEncode",,"exp","124M",1539,"wgEncodeOpenChromChipNhekCtcfBaseOverlapSignal","None","bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipNhekCtcfBaseOverlapSignal.bigWig","wgEncodeOpenChromChipNhekCtcfBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipNhekCtcfBaseOverlapSignal.bigWig"
"CTCF","NHEK","wgEncodeOpenChromChip","generic_female","ChipSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-09-30#,#2010-06-30#,"wgEncodeEH000559","GSM822271","Crawford","UT-A","p-value cutoff: 0.05","5def847dbb8a583b91d6da68b345c434",,"hg18","wgEncode",,"exp","1.3M",1539,"wgEncodeOpenChromChipNhekCtcfPk","None","narrowPeak","Peaks","wgEncodeOpenChromChipNhekCtcfPk.narrowPeak.gz","wgEncodeOpenChromChipNhekCtcfPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipNhekCtcfPk.narrowPeak.gz"
"CTCF","NHEK","wgEncodeOpenChromChip","generic_female","ChipSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-09-30#,#2010-06-30#,"wgEncodeEH000559","GSM822271","Crawford","UT-A","fseq v 1.84, iff_generic_female","84ed7d10bea8e3b18ebb03a9f3c87c2b",,"hg18","wgEncode",,"exp","2.7G",1539,"wgEncodeOpenChromChipNhekCtcfSig","None","bigWig","Signal","wgEncodeOpenChromChipNhekCtcfSig.bigWig","wgEncodeOpenChromChipNhekCtcfSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipNhekCtcfSig.bigWig"
"CTCF","Pancreas_OC","wgEncodeOpenChromChip","wgEncodeEH003454","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-31#,#2013-04-30#,"wgEncodeEH003463","GSM1006881","Crawford","UT-A","baseAlignCounts.pl v 1","58ab9654d9915d8e9d427d146ef90d9a",,,"wgEncode",1,"exp","888M",7545,"wgEncodeOpenChromChipPancreasocCtcfBaseOverlapSignalRep1",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipPancreasocCtcfBaseOverlapSignalRep1.bigWig","wgEncodeOpenChromChipPancreasocCtcfBaseOverlapSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipPancreasocCtcfBaseOverlapSignalRep1.bigWig"
"CTCF","Pancreas_OC","wgEncodeOpenChromChip","wgEncodeEH003454","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-31#,#2013-04-30#,"wgEncodeEH003463","GSM1006881","Crawford","UT-A","p-value cutoff: 0.05","3e9e9a4015fdbb07ab56b493fb6a354a",,,"wgEncode",1,"exp","1.2M",7545,"wgEncodeOpenChromChipPancreasocCtcfPkRep1",,"narrowPeak","Peaks","wgEncodeOpenChromChipPancreasocCtcfPkRep1.narrowPeak.gz","wgEncodeOpenChromChipPancreasocCtcfPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipPancreasocCtcfPkRep1.narrowPeak.gz"
"CTCF","Pancreas_OC","wgEncodeOpenChromChip","wgEncodeEH003454","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-31#,#2013-04-30#,"wgEncodeEH003463","GSM1006881","Crawford","UT-A","fseq v 1.84, iff_Pancreas","7163fdc4f482fce1f02ec66aaf01d024",,,"wgEncode",1,"exp","3.2G",7545,"wgEncodeOpenChromChipPancreasocCtcfSigRep1",,"bigWig","Signal","wgEncodeOpenChromChipPancreasocCtcfSigRep1.bigWig","wgEncodeOpenChromChipPancreasocCtcfSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipPancreasocCtcfSigRep1.bigWig"
"Input","Pancreas_OC","wgEncodeOpenChromChip","wgEncodeEH003454","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-26#,#2013-04-26#,"wgEncodeEH003454","GSM1006871","Crawford","UT-A","fseq v 1.84","06e0597fbb1f21d23b166f13d444df9f",,,"wgEncode",,"input","4.6G",7523,"wgEncodeOpenChromChipPancreasocInputSig",,"bigWig","Signal","wgEncodeOpenChromChipPancreasocInputSig.bigWig","wgEncodeOpenChromChipPancreasocInputSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipPancreasocInputSig.bigWig"
"CTCF","ProgFib","wgEncodeOpenChromChip","wgEncodeEH000593","ChipSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2010-01-02#,#2010-10-02#,"wgEncodeEH000600","GSM822272","Crawford","UT-A","privacy-noSequence baseAlignCounts.pl v 1","49121e163375eb91b2bacde791f2f0d0",,"hg18","wgEncode",,"exp","287M",1657,"wgEncodeOpenChromChipProgfibCtcfBaseOverlapSignal","None","bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipProgfibCtcfBaseOverlapSignal.bigWig","wgEncodeOpenChromChipProgfibCtcfBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipProgfibCtcfBaseOverlapSignal.bigWig"
"CTCF","ProgFib","wgEncodeOpenChromChip","wgEncodeEH000593","ChipSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2010-01-02#,#2010-10-02#,"wgEncodeEH000600","GSM822272","Crawford","UT-A","privacy-noSequence p-value cutoff: 0.05","b206dcb204aba0d956dffd12095ddc12",,"hg18","wgEncode",1,"exp","1.2M",1657,"wgEncodeOpenChromChipProgfibCtcfPkRep1","None","narrowPeak","Peaks","wgEncodeOpenChromChipProgfibCtcfPkRep1.narrowPeak.gz","wgEncodeOpenChromChipProgfibCtcfPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipProgfibCtcfPkRep1.narrowPeak.gz"
"CTCF","ProgFib","wgEncodeOpenChromChip","wgEncodeEH000593","ChipSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2010-01-02#,#2010-10-02#,"wgEncodeEH000600","GSM822272","Crawford","UT-A","privacy-noSequence fseq v 1.84, iff_FB0167P","88f498c99eb611a53eb6d734f7be2627",,"hg18","wgEncode",,"exp","5.5G",1657,"wgEncodeOpenChromChipProgfibCtcfSig","None","bigWig","Signal","wgEncodeOpenChromChipProgfibCtcfSig.bigWig","wgEncodeOpenChromChipProgfibCtcfSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipProgfibCtcfSig.bigWig"
"Input","ProgFib","wgEncodeOpenChromChip","wgEncodeEH000593","ChipSeq","ENCODE June 2010 Freeze",#2010-06-22#,#2009-12-23#,#2010-09-22#,"wgEncodeEH000593","GSM822269","Crawford","UT-A","privacy-noSequence fseq v 1.84","8bd8a3811ae589a90b1aca3faa28085b",,"hg18","wgEncode",,"input","4.4G",1832,"wgEncodeOpenChromChipProgfibInputSig","None","bigWig","Signal","wgEncodeOpenChromChipProgfibInputSig.bigWig","wgEncodeOpenChromChipProgfibInputSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipProgfibInputSig.bigWig"
"Pol2","ProgFib","wgEncodeOpenChromChip","wgEncodeEH000593","ChipSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000606","GSM822282","Crawford","UT-A","privacy-noSequence baseAlignCounts.pl v 1","ab54164fe8ac926a2acda80a9d0bf5a9",,"hg18","wgEncode",,"exp","177M",1652,"wgEncodeOpenChromChipProgfibPol2BaseOverlapSignal","None","bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipProgfibPol2BaseOverlapSignal.bigWig","wgEncodeOpenChromChipProgfibPol2BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipProgfibPol2BaseOverlapSignal.bigWig"
"Pol2","ProgFib","wgEncodeOpenChromChip","wgEncodeEH000593","ChipSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000606","GSM822282","Crawford","UT-A","privacy-noSequence p-value cutoff: 0.05","1b1edb6a3d0322e1bd22b4a472e739d9",,"hg18","wgEncode",1,"exp","2.1M",1652,"wgEncodeOpenChromChipProgfibPol2PkRep1","None","narrowPeak","Peaks","wgEncodeOpenChromChipProgfibPol2PkRep1.narrowPeak.gz","wgEncodeOpenChromChipProgfibPol2PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipProgfibPol2PkRep1.narrowPeak.gz"
"Pol2","ProgFib","wgEncodeOpenChromChip","wgEncodeEH000593","ChipSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2010-01-10#,#2010-10-10#,"wgEncodeEH000606","GSM822282","Crawford","UT-A","privacy-noSequence fseq v 1.84, iff_FB0167P","6f9a94bc5fd2e7ae7e161162a639d057",,"hg18","wgEncode",,"exp","1.9G",1652,"wgEncodeOpenChromChipProgfibPol2Sig","None","bigWig","Signal","wgEncodeOpenChromChipProgfibPol2Sig.bigWig","wgEncodeOpenChromChipProgfibPol2Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipProgfibPol2Sig.bigWig"
"CTCF","Spleen_OC","wgEncodeOpenChromChip","wgEncodeEH003455","ChipSeq","ENCODE Jul 2012 Freeze",,#2012-07-31#,#2013-04-30#,"wgEncodeEH003464","GSM1006883","Crawford","UT-A","baseAlignCounts.pl v 1","361215dbeff0c3cc6a2ef127a2a18286",,,"wgEncode",1,"exp","1.2G",7544,"wgEncodeOpenChromChipSpleenocCtcfBaseOverlapSignalRep1",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromChipSpleenocCtcfBaseOverlapSignalRep1.bigWig","wgEncodeOpenChromChipSpleenocCtcfBaseOverlapSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromChip/wgEncodeOpenChromChipSpleenocCtcfBaseOverlapSignalRep1.bigWig"
