"biological_category","technology","extract_name","comment__rna_tube_","comment__sample_name_","comment__organism_","protocol_ref","parameter__rna_extraction_","extract_name_1","comment__rna_id_","comment__material_type_","comment__comment_on_rna_","protocol_ref_1","comment__lsid_","parameter__library_protocol_","library_name","comment__library_id_","protocol_ref_2","parameter__sequence_protocol_","parameter__machine_name_","parameter__run_name_","parameter__flowcell_channel_","file_name","comment__sequence_raw_file_","protocol_ref_3","parameter__sex_","file_name_1","fname","url"
"Cell line","HeliScopeCAGE","10455-106G5","10455-106G5","acute lymphoblastic leukemia (B-ALL) cell line:BALL-1","Homo sapiens","standard whole cell","standard whole cell","10455-106G5.rna","10455-106G5.rna","total RNA","comment:Sample category:""FANTOM5 cell line""; company:""RIKEN Bioresource centre""; RNA lot number:""""; RNA Catalog number:""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:10; A260A280:2.12; A260A230:1.63","OP-HELISCOPE-CAGE-v3.12",757,"OP-HELISCOPE-CAGE-v3.12","CNhs11251","CNhs11251","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch23","/sequencedata/heliscope/srf/2010_10_29_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2010_10_29_R4_30Q_1100FOV/","delve_align","unknown_sex_type","acute%20lymphoblastic%20leukemia%20%28B-ALL%29%20cell%20line%3aBALL-1.CNhs11251.10455-106G5.hg19.nobarcode.bam","cell_line.hCAGE-acute lymphoblastic leukemia (B-ALL) cell line:BALL-1.CNhs11251.10455-106G5.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520lymphoblastic%2520leukemia%2520%2528B-ALL%2529%2520cell%2520line%253aBALL-1.CNhs11251.10455-106G5.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10534-107G3","10534-107G3","acute lymphoblastic leukemia (B-ALL) cell line:NALM-6","Homo sapiens","standard whole cell","standard whole cell","10534-107G3.rna","10534-107G3.rna","total RNA","comment:Sample category:""FANTOM5 cell line""; company:""RIKEN Bioresource centre""; RNA lot number:""""; RNA Catalog number:""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.07; A260A230:2.11","OP-HELISCOPE-CAGE-v3.12",759,"OP-HELISCOPE-CAGE-v3.12","CNhs11282","CNhs11282","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch02","/sequencedata/heliscope/srf/2010_10_29_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2010_10_29_R4_30Q_1100FOV/","delve_align","unknown_sex_type","acute%20lymphoblastic%20leukemia%20%28B-ALL%29%20cell%20line%3aNALM-6.CNhs11282.10534-107G3.hg19.nobarcode.bam","cell_line.hCAGE-acute lymphoblastic leukemia (B-ALL) cell line:NALM-6.CNhs11282.10534-107G3.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520lymphoblastic%2520leukemia%2520%2528B-ALL%2529%2520cell%2520line%253aNALM-6.CNhs11282.10534-107G3.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10429-106D6","10429-106D6","acute lymphoblastic leukemia (T-ALL) cell line:HPB-ALL","Homo sapiens","standard whole cell","standard whole cell","10429-106D6.rna","10429-106D6.rna","total RNA","comment:Sample category:""FANTOM5 cell line""; company:""RIKEN Bioresource centre""; RNA lot number:""""; RNA Catalog number:""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.6; A260A280:2.1; A260A230:1.87","OP-HELISCOPE-CAGE-v3.12",692,"OP-HELISCOPE-CAGE-v3.12","CNhs10746","CNhs10746","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch22","/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV","/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV","delve_align","male","acute%20lymphoblastic%20leukemia%20%28T-ALL%29%20cell%20line%3aHPB-ALL.CNhs10746.10429-106D6.hg19.nobarcode.bam","cell_line.hCAGE-acute lymphoblastic leukemia (T-ALL) cell line:HPB-ALL.CNhs10746.10429-106D6.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520lymphoblastic%2520leukemia%2520%2528T-ALL%2529%2520cell%2520line%253aHPB-ALL.CNhs10746.10429-106D6.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10464-106H5","10464-106H5","acute lymphoblastic leukemia (T-ALL) cell line:Jurkat","Homo sapiens","standard whole cell","standard whole cell","10464-106H5.rna","10464-106H5.rna","total RNA","comment:Sample category:""FANTOM5 cell line""; company:""RIKEN Bioresource centre""; RNA lot number:""""; RNA Catalog number:""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.1; A260A230:1.61","OP-HELISCOPE-CAGE-v3.12",757,"OP-HELISCOPE-CAGE-v3.12","CNhs11253","CNhs11253","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch17","/sequencedata/heliscope/srf/2010_10_29_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2010_10_29_R4_30Q_1100FOV/","delve_align","male","acute%20lymphoblastic%20leukemia%20%28T-ALL%29%20cell%20line%3aJurkat.CNhs11253.10464-106H5.hg19.nobarcode.bam","cell_line.hCAGE-acute lymphoblastic leukemia (T-ALL) cell line:Jurkat.CNhs11253.10464-106H5.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520lymphoblastic%2520leukemia%2520%2528T-ALL%2529%2520cell%2520line%253aJurkat.CNhs11253.10464-106H5.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10827-111C8","10827-111C8","acute myeloid leukemia (FAB M0) cell line:KG-1","Homo sapiens","standard whole cell","standard whole cell","10827-111C8.rna","10827-111C8.rna","total RNA","comment:Sample category:""FANTOM5 update April14""; company:""RIKEN Bioresource centre""; cell catalog:""RCB1166 "";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.05; A260A230:2.14","OP-HELISCOPE-CAGE-v4.0",1000,"OP-HELISCOPE-CAGE-v4.0","CNhs13053","CNhs13053","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch20","/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV","delve_align","male","acute%20myeloid%20leukemia%20%28FAB%20M0%29%20cell%20line%3aKG-1.CNhs13053.10827-111C8.hg19.nobarcode.bam","cell_line.hCAGE-acute myeloid leukemia (FAB M0) cell line:KG-1.CNhs13053.10827-111C8.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520myeloid%2520leukemia%2520%2528FAB%2520M0%2529%2520cell%2520line%253aKG-1.CNhs13053.10827-111C8.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10828-111C9","10828-111C9","acute myeloid leukemia (FAB M1) cell line:HYT-1","Homo sapiens","standard whole cell","standard whole cell","10828-111C9.rna","10828-111C9.rna","total RNA","comment:Sample category:""FANTOM5 update April14""; company:""RIKEN Bioresource centre""; cell catalog:""RCB1297 "";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.09; A260A230:1.47","OP-HELISCOPE-CAGE-v4.0",1000,"OP-HELISCOPE-CAGE-v4.0","CNhs13054","CNhs13054","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch17","/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV","delve_align","male","acute%20myeloid%20leukemia%20%28FAB%20M1%29%20cell%20line%3aHYT-1.CNhs13054.10828-111C9.hg19.nobarcode.bam","cell_line.hCAGE-acute myeloid leukemia (FAB M1) cell line:HYT-1.CNhs13054.10828-111C9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520myeloid%2520leukemia%2520%2528FAB%2520M1%2529%2520cell%2520line%253aHYT-1.CNhs13054.10828-111C9.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10788-110H5","10788-110H5","acute myeloid leukemia (FAB M2) cell line:Kasumi-1","Homo sapiens","standard whole cell","standard whole cell","10788-110H5.rna","10788-110H5.rna","total RNA","comment:Sample category:""FANTOM5 cell line""; company:""JAPAN HEALTH SCIENCES FOUNDATION - Health Science Research Resources Bank""; cell catalog:""jcrb1003 "";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.04; A260A230:1.61","OP-HELISCOPE-CAGE-v4.0",1025,"OP-HELISCOPE-CAGE-v4.0","CNhs13502","CNhs13502","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch15","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","delve_align","male","acute%20myeloid%20leukemia%20%28FAB%20M2%29%20cell%20line%3aKasumi-1.CNhs13502.10788-110H5.hg19.nobarcode.bam","cell_line.hCAGE-acute myeloid leukemia (FAB M2) cell line:Kasumi-1.CNhs13502.10788-110H5.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520myeloid%2520leukemia%2520%2528FAB%2520M2%2529%2520cell%2520line%253aKasumi-1.CNhs13502.10788-110H5.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10792-110H9","10792-110H9","acute myeloid leukemia (FAB M2) cell line:Kasumi-6","Homo sapiens","standard whole cell","standard whole cell","10792-110H9.rna","10792-110H9.rna","total RNA","comment:Sample category:""FANTOM5 cell line""; company:""JAPAN HEALTH SCIENCES FOUNDATION - Health Science Research Resources Bank""; cell catalog:""jcrb1024 "";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.12; A260A230:1.89","OP-HELISCOPE-CAGE-v4.0",1000,"OP-HELISCOPE-CAGE-v4.0","CNhs13052","CNhs13052","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch23","/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV","delve_align","male","acute%20myeloid%20leukemia%20%28FAB%20M2%29%20cell%20line%3aKasumi-6.CNhs13052.10792-110H9.hg19.nobarcode.bam","cell_line.hCAGE-acute myeloid leukemia (FAB M2) cell line:Kasumi-6.CNhs13052.10792-110H9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520myeloid%2520leukemia%2520%2528FAB%2520M2%2529%2520cell%2520line%253aKasumi-6.CNhs13052.10792-110H9.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10765-110E9","10765-110E9","acute myeloid leukemia (FAB M2) cell line:NKM-1","Homo sapiens","standard whole cell","standard whole cell","10765-110E9.rna","10765-110E9.rna","total RNA","comment:Sample category:""FANTOM5 cell line""; company:""JAPAN HEALTH SCIENCES FOUNDATION - Health Science Research Resources Bank""; cell catalog:""ifo50476 "";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.17; A260A230:2.06","OP-HELISCOPE-CAGE-v4.0",830,"OP-HELISCOPE-CAGE-v4.0","CNhs11864","CNhs11864","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch21","/sequencedata/heliscope/srf/2011_1_10_Riken_Run3_1100FOV","/sequencedata/heliscope/srf/2011_1_10_Riken_Run3_1100FOV","delve_align","male","acute%20myeloid%20leukemia%20%28FAB%20M2%29%20cell%20line%3aNKM-1.CNhs11864.10765-110E9.hg19.nobarcode.bam","cell_line.hCAGE-acute myeloid leukemia (FAB M2) cell line:NKM-1.CNhs11864.10765-110E9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520myeloid%2520leukemia%2520%2528FAB%2520M2%2529%2520cell%2520line%253aNKM-1.CNhs11864.10765-110E9.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10829-111D1","10829-111D1","acute myeloid leukemia (FAB M3) cell line:HL60","Homo sapiens","standard whole cell","standard whole cell","10829-111D1.rna","10829-111D1.rna","total RNA","comment:Sample category:""FANTOM5 update April14""; company:""RIKEN Bioresource centre""; cell catalog:""RCB0041 "";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.09; A260A230:1.94","OP-HELISCOPE-CAGE-v4.0",1000,"OP-HELISCOPE-CAGE-v4.0","CNhs13055","CNhs13055","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch14","/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV","delve_align","female","acute%20myeloid%20leukemia%20%28FAB%20M3%29%20cell%20line%3aHL60.CNhs13055.10829-111D1.hg19.nobarcode.bam","cell_line.hCAGE-acute myeloid leukemia (FAB M3) cell line:HL60.CNhs13055.10829-111D1.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520myeloid%2520leukemia%2520%2528FAB%2520M3%2529%2520cell%2520line%253aHL60.CNhs13055.10829-111D1.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10830-111D2","10830-111D2","acute myeloid leukemia (FAB M4) cell line:FKH-1","Homo sapiens","standard whole cell","standard whole cell","10830-111D2.rna","10830-111D2.rna","total RNA","comment:Sample category:""FANTOM5 update April14""; company:""RIKEN Bioresource centre""; cell catalog:""RCB1428 "";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.94; A260A230:1.14","OP-HELISCOPE-CAGE-v4.0",1025,"OP-HELISCOPE-CAGE-v4.0","CNhs13503","CNhs13503","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch12","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","delve_align","male","acute%20myeloid%20leukemia%20%28FAB%20M4%29%20cell%20line%3aFKH-1.CNhs13503.10830-111D2.hg19.nobarcode.bam","cell_line.hCAGE-acute myeloid leukemia (FAB M4) cell line:FKH-1.CNhs13503.10830-111D2.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520myeloid%2520leukemia%2520%2528FAB%2520M4%2529%2520cell%2520line%253aFKH-1.CNhs13503.10830-111D2.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10831-111D3","10831-111D3","acute myeloid leukemia (FAB M4) cell line:HNT-34","Homo sapiens","standard whole cell","standard whole cell","10831-111D3.rna","10831-111D3.rna","total RNA","comment:Sample category:""FANTOM5 update April14""; company:""RIKEN Bioresource centre""; cell catalog:""RCB1296 "";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:1.98; A260A230:2.03","OP-HELISCOPE-CAGE-v4.0",1025,"OP-HELISCOPE-CAGE-v4.0","CNhs13504","CNhs13504","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch09","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","/sequencedata/heliscope/srf/2011_05_20_R4_30Q_1100FOV/","delve_align","female","acute%20myeloid%20leukemia%20%28FAB%20M4%29%20cell%20line%3aHNT-34.CNhs13504.10831-111D3.hg19.nobarcode.bam","cell_line.hCAGE-acute myeloid leukemia (FAB M4) cell line:HNT-34.CNhs13504.10831-111D3.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520myeloid%2520leukemia%2520%2528FAB%2520M4%2529%2520cell%2520line%253aHNT-34.CNhs13504.10831-111D3.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10832-111D4","10832-111D4","acute myeloid leukemia (FAB M4eo) cell line:EoL-1","Homo sapiens","standard whole cell","standard whole cell","10832-111D4.rna","10832-111D4.rna","total RNA","comment:Sample category:""FANTOM5 update April14""; company:""RIKEN Bioresource centre""; cell catalog:""RCB0641 "";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.06; A260A230:2.13","OP-HELISCOPE-CAGE-v4.0",1000,"OP-HELISCOPE-CAGE-v4.0","CNhs13056","CNhs13056","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch11","/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV","delve_align","male","acute%20myeloid%20leukemia%20%28FAB%20M4eo%29%20cell%20line%3aEoL-1.CNhs13056.10832-111D4.hg19.nobarcode.bam","cell_line.hCAGE-acute myeloid leukemia (FAB M4eo) cell line:EoL-1.CNhs13056.10832-111D4.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520myeloid%2520leukemia%2520%2528FAB%2520M4eo%2529%2520cell%2520line%253aEoL-1.CNhs13056.10832-111D4.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10833-111D5","10833-111D5","acute myeloid leukemia (FAB M4eo) cell line:EoL-3","Homo sapiens","standard whole cell","standard whole cell","10833-111D5.rna","10833-111D5.rna","total RNA","comment:Sample category:""FANTOM5 update April14""; company:""RIKEN Bioresource centre""; cell catalog:""RCB2142 "";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.07; A260A230:2.1","OP-HELISCOPE-CAGE-v4.0",1000,"OP-HELISCOPE-CAGE-v4.0","CNhs13057","CNhs13057","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch08","/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV","delve_align","male","acute%20myeloid%20leukemia%20%28FAB%20M4eo%29%20cell%20line%3aEoL-3.CNhs13057.10833-111D5.hg19.nobarcode.bam","cell_line.hCAGE-acute myeloid leukemia (FAB M4eo) cell line:EoL-3.CNhs13057.10833-111D5.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520myeloid%2520leukemia%2520%2528FAB%2520M4eo%2529%2520cell%2520line%253aEoL-3.CNhs13057.10833-111D5.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10764-110E8","10764-110E8","acute myeloid leukemia (FAB M5) cell line:NOMO-1","Homo sapiens","standard whole cell","standard whole cell","10764-110E8.rna","10764-110E8.rna","total RNA","comment:Sample category:""FANTOM5 cell line""; company:""JAPAN HEALTH SCIENCES FOUNDATION - Health Science Research Resources Bank""; cell catalog:""ifo50474 "";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.09; A260A230:2.11","OP-HELISCOPE-CAGE-v4.0",1000,"OP-HELISCOPE-CAGE-v4.0","CNhs13050","CNhs13050","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch04","/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV","delve_align","female","acute%20myeloid%20leukemia%20%28FAB%20M5%29%20cell%20line%3aNOMO-1.CNhs13050.10764-110E8.hg19.nobarcode.bam","cell_line.hCAGE-acute myeloid leukemia (FAB M5) cell line:NOMO-1.CNhs13050.10764-110E8.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520myeloid%2520leukemia%2520%2528FAB%2520M5%2529%2520cell%2520line%253aNOMO-1.CNhs13050.10764-110E8.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10770-110F5","10770-110F5","acute myeloid leukemia (FAB M5) cell line:P31/FUJ","Homo sapiens","standard whole cell","standard whole cell","10770-110F5.rna","10770-110F5.rna","total RNA","comment:Sample category:""FANTOM5 cell line""; company:""JAPAN HEALTH SCIENCES FOUNDATION - Health Science Research Resources Bank""; cell catalog:""jcrb0091 "";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:2.11; A260A230:1.9","OP-HELISCOPE-CAGE-v4.0",1000,"OP-HELISCOPE-CAGE-v4.0","CNhs13051","CNhs13051","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch01","/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_06_R2_30Q_1100FOV","delve_align","male","acute%20myeloid%20leukemia%20%28FAB%20M5%29%20cell%20line%3aP31%2fFUJ.CNhs13051.10770-110F5.hg19.nobarcode.bam","cell_line.hCAGE-acute myeloid leukemia (FAB M5) cell line:P31/FUJ.CNhs13051.10770-110F5.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520myeloid%2520leukemia%2520%2528FAB%2520M5%2529%2520cell%2520line%253aP31%252fFUJ.CNhs13051.10770-110F5.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10399-106A3","10399-106A3","acute myeloid leukemia (FAB M5) cell line:THP-1 (fresh)","Homo sapiens","standard whole cell","standard whole cell","10399-106A3.rna","10399-106A3.rna","total RNA","comment:Sample category:""FANTOM5 cell line""; company:""""; RNA lot number:""""; RNA Catalog number:""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:10; A260A280:2.06333; A260A230:1.99","OP-HELISCOPE-CAGE-v3.12",691,"OP-HELISCOPE-CAGE-v3.12","CNhs10722","CNhs10722","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch22","/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV","/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV","delve_align","male","acute%20myeloid%20leukemia%20%28FAB%20M5%29%20cell%20line%3aTHP-1%20%28fresh%29.CNhs10722.10399-106A3.hg19.nobarcode.bam","cell_line.hCAGE-acute myeloid leukemia (FAB M5) cell line:THP-1 (fresh).CNhs10722.10399-106A3.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520myeloid%2520leukemia%2520%2528FAB%2520M5%2529%2520cell%2520line%253aTHP-1%2520%2528fresh%2529.CNhs10722.10399-106A3.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10400-106A4","10400-106A4","acute myeloid leukemia (FAB M5) cell line:THP-1 (revived)","Homo sapiens","standard whole cell","standard whole cell","10400-106A4.rna","10400-106A4.rna","total RNA","comment:Sample category:""FANTOM5 cell line""; company:""""; RNA lot number:""""; RNA Catalog number:""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.9; A260A280:2.09667; A260A230:2.04","OP-HELISCOPE-CAGE-v3.12",691,"OP-HELISCOPE-CAGE-v3.12","CNhs10723","CNhs10723","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch19","/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV","/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV","delve_align","male","acute%20myeloid%20leukemia%20%28FAB%20M5%29%20cell%20line%3aTHP-1%20%28revived%29.CNhs10723.10400-106A4.hg19.nobarcode.bam","cell_line.hCAGE-acute myeloid leukemia (FAB M5) cell line:THP-1 (revived).CNhs10723.10400-106A4.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520myeloid%2520leukemia%2520%2528FAB%2520M5%2529%2520cell%2520line%253aTHP-1%2520%2528revived%2529.CNhs10723.10400-106A4.hg19.ctss.bed.gz"
"Cell line","HeliScopeCAGE","10405-106A9","10405-106A9","acute myeloid leukemia (FAB M5) cell line:THP-1 (thawed)","Homo sapiens","standard whole cell","standard whole cell","10405-106A9.rna","10405-106A9.rna","total RNA","comment:Sample category:""FANTOM5 cell line""; company:""""; RNA lot number:""""; RNA Catalog number:""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:10; A260A280:1.99; A260A230:1.47333","OP-HELISCOPE-CAGE-v3.12",691,"OP-HELISCOPE-CAGE-v3.12","CNhs10724","CNhs10724","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch16","/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV","/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV","delve_align","male","acute%20myeloid%20leukemia%20%28FAB%20M5%29%20cell%20line%3aTHP-1%20%28thawed%29.CNhs10724.10405-106A9.hg19.nobarcode.bam","cell_line.hCAGE-acute myeloid leukemia (FAB M5) cell line:THP-1 (thawed).CNhs10724.10405-106A9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.cell_line.hCAGE/acute%2520myeloid%2520leukemia%2520%2528FAB%2520M5%2529%2520cell%2520line%253aTHP-1%2520%2528thawed%2529.CNhs10724.10405-106A9.hg19.ctss.bed.gz"
