"bio_rep","cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_version","localization","md5sum","obj_status","project","read_type","replicate","rna_extract","seq_platform","sex","size","software_version","sub_id","submitted_data_version","table_name","type","view","filename","fname","url"
"Generation 0","GM12878","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-08-23#,#2010-01-14#,#2010-10-13#,"wgEncodeEH000340",,,"Gingeras","RIKEN",,,"nucleolus","90b6c133f36725b2bf30b34aee1cc200","renamed","wgEncode",,0,"total",,,"18M",,2125,,"wgEncodeRikenCageGm12878NucleolusTotalMinusClusters","bigWig","MinusSignal","wgEncodeRikenCageGm12878NucleolusTotalMinusClusters.bigWig","wgEncodeRikenCageGm12878NucleolusTotalMinusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878NucleolusTotalMinusClusters.bigWig"
"gen0109NL","GM12878","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-08-23#,#2010-01-14#,#2010-10-13#,"wgEncodeEH000340",,"GSM849352","Gingeras","RIKEN","I69",,"nucleolus","90b6c133f36725b2bf30b34aee1cc200",,"wgEncode",,,"total",,,"18M",,2125,,"wgEncodeRikenCageGm12878NucleolusTotalMinusSignal","bigWig","MinusSignal","wgEncodeRikenCageGm12878NucleolusTotalMinusSignal.bigWig","wgEncodeRikenCageGm12878NucleolusTotalMinusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878NucleolusTotalMinusSignal.bigWig"
"Generation 0","GM12878","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-08-23#,#2010-01-14#,#2010-10-13#,"wgEncodeEH000340",,,"Gingeras","RIKEN",,,"nucleolus","500c1be9022e41ab500e533982de78d5","renamed","wgEncode",,0,"total",,,"19M",,2125,,"wgEncodeRikenCageGm12878NucleolusTotalPlusClusters","bigWig","PlusSignal","wgEncodeRikenCageGm12878NucleolusTotalPlusClusters.bigWig","wgEncodeRikenCageGm12878NucleolusTotalPlusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878NucleolusTotalPlusClusters.bigWig"
"gen0109NL","GM12878","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-08-23#,#2010-01-14#,#2010-10-13#,"wgEncodeEH000340",,"GSM849352","Gingeras","RIKEN","I69",,"nucleolus","500c1be9022e41ab500e533982de78d5",,"wgEncode",,,"total",,,"19M",,2125,,"wgEncodeRikenCageGm12878NucleolusTotalPlusSignal","bigWig","PlusSignal","wgEncodeRikenCageGm12878NucleolusTotalPlusSignal.bigWig","wgEncodeRikenCageGm12878NucleolusTotalPlusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878NucleolusTotalPlusSignal.bigWig"
,"GM12878","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000339",,,"Gingeras","RIKEN","J59",,"nucleus","f88733366681111f6386a981891d2f48","renamed","wgEncode",,1,"longNonPolyA",,,"1.0M",,2350,,"wgEncodeRikenCageGm12878NucleusLongnonpolyaMinusClustersRep1","bigWig","MinusSignal","wgEncodeRikenCageGm12878NucleusLongnonpolyaMinusClustersRep1.bigWig","wgEncodeRikenCageGm12878NucleusLongnonpolyaMinusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878NucleusLongnonpolyaMinusClustersRep1.bigWig"
,"GM12878","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000339",,,"Gingeras","RIKEN","J59",,"nucleus","b567929178ba7d6de1e0680babf3d94c","renamed","wgEncode",,1,"longNonPolyA",,,"1012K",,2350,,"wgEncodeRikenCageGm12878NucleusLongnonpolyaPlusClustersRep1","bigWig","PlusSignal","wgEncodeRikenCageGm12878NucleusLongnonpolyaPlusClustersRep1.bigWig","wgEncodeRikenCageGm12878NucleusLongnonpolyaPlusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878NucleusLongnonpolyaPlusClustersRep1.bigWig"
"gen0110N","GM12878","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000339",,"GSM849341","Gingeras","RIKEN","J59",,"nucleus","f88733366681111f6386a981891d2f48",,"wgEncode",,,"longNonPolyA",,,"1.0M",,2350,,"wgEncodeRikenCageGm12878NucleusPamMinusSignalRep1","bigWig","MinusSignal","wgEncodeRikenCageGm12878NucleusPamMinusSignalRep1.bigWig","wgEncodeRikenCageGm12878NucleusPamMinusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878NucleusPamMinusSignalRep1.bigWig"
"gen0110N","GM12878","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000339",,"GSM849341","Gingeras","RIKEN","J59",,"nucleus","b567929178ba7d6de1e0680babf3d94c",,"wgEncode",,,"longNonPolyA",,,"1012K",,2350,,"wgEncodeRikenCageGm12878NucleusPamPlusSignalRep1","bigWig","PlusSignal","wgEncodeRikenCageGm12878NucleusPamPlusSignalRep1.bigWig","wgEncodeRikenCageGm12878NucleusPamPlusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878NucleusPamPlusSignalRep1.bigWig"
"003N","GM12878","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2011-04-29#,#2012-01-29#,"wgEncodeEH001678",,"GSM849348","Gingeras","RIKEN","J93",,"nucleus","cd846b0203ddf3ac6dfee13acb9bf030",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"17M",,3948,,"wgEncodeRikenCageGm12878NucleusPapMinusSignalRep1","bigWig","MinusSignal","wgEncodeRikenCageGm12878NucleusPapMinusSignalRep1.bigWig","wgEncodeRikenCageGm12878NucleusPapMinusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878NucleusPapMinusSignalRep1.bigWig"
"004N","GM12878","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2011-04-29#,#2012-01-29#,"wgEncodeEH001678",,"GSM849348","Gingeras","RIKEN","J94",,"nucleus","0bce07d725d364eb5010391f105d48cb",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"18M",,3949,,"wgEncodeRikenCageGm12878NucleusPapMinusSignalRep2","bigWig","MinusSignal","wgEncodeRikenCageGm12878NucleusPapMinusSignalRep2.bigWig","wgEncodeRikenCageGm12878NucleusPapMinusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878NucleusPapMinusSignalRep2.bigWig"
"003N","GM12878","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2011-04-29#,#2012-01-29#,"wgEncodeEH001678",,"GSM849348","Gingeras","RIKEN","J93",,"nucleus","63ec12b6dbeeabfa18346d71b448b5ef",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"18M",,3948,,"wgEncodeRikenCageGm12878NucleusPapPlusSignalRep1","bigWig","PlusSignal","wgEncodeRikenCageGm12878NucleusPapPlusSignalRep1.bigWig","wgEncodeRikenCageGm12878NucleusPapPlusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878NucleusPapPlusSignalRep1.bigWig"
"004N","GM12878","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2011-04-29#,#2012-01-29#,"wgEncodeEH001678",,"GSM849348","Gingeras","RIKEN","J94",,"nucleus","682f11c1765159727acadf7d102fa937",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"20M",,3949,,"wgEncodeRikenCageGm12878NucleusPapPlusSignalRep2","bigWig","PlusSignal","wgEncodeRikenCageGm12878NucleusPapPlusSignalRep2.bigWig","wgEncodeRikenCageGm12878NucleusPapPlusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageGm12878NucleusPapPlusSignalRep2.bigWig"
"Generation 0","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-09-22#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000341",,,"Gingeras","RIKEN",,,"cell","94db6594e3652cd5d769fbcb24e7ec27","renamed","wgEncode",,0,"longNonPolyA",,,"6.5M","bedtools v2.7.1",1799,,"wgEncodeRikenCageH1hescCellLongnonpolyaMinusClusters","bigWig","MinusSignal","wgEncodeRikenCageH1hescCellLongnonpolyaMinusClusters.bigWig","wgEncodeRikenCageH1hescCellLongnonpolyaMinusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCellLongnonpolyaMinusClusters.bigWig"
"Generation 0","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-09-22#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000341",,,"Gingeras","RIKEN",,,"cell","7ec869e6e5dc08e4ff210d8f10a53ee6","renamed","wgEncode",,0,"longNonPolyA",,,"9.2M","bedtools v2.7.1",1799,,"wgEncodeRikenCageH1hescCellLongnonpolyaPlusClusters","bigWig","PlusSignal","wgEncodeRikenCageH1hescCellLongnonpolyaPlusClusters.bigWig","wgEncodeRikenCageH1hescCellLongnonpolyaPlusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCellLongnonpolyaPlusClusters.bigWig"
"gen0113WC","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-09-22#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000341",,"GSM849355","Gingeras","RIKEN","I67",,"cell","94db6594e3652cd5d769fbcb24e7ec27",,"wgEncode",,,"longNonPolyA",,,"6.5M","bedtools v2.7.1",1799,,"wgEncodeRikenCageH1hescCellPamMinusSignal","bigWig","MinusSignal","wgEncodeRikenCageH1hescCellPamMinusSignal.bigWig","wgEncodeRikenCageH1hescCellPamMinusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCellPamMinusSignal.bigWig"
"gen0113WC","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-09-22#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000341",,"GSM849355","Gingeras","RIKEN","I67",,"cell","7ec869e6e5dc08e4ff210d8f10a53ee6",,"wgEncode",,,"longNonPolyA",,,"9.2M","bedtools v2.7.1",1799,,"wgEncodeRikenCageH1hescCellPamPlusSignal","bigWig","PlusSignal","wgEncodeRikenCageH1hescCellPamPlusSignal.bigWig","wgEncodeRikenCageH1hescCellPamPlusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCellPamPlusSignal.bigWig"
"005WC","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001138",,,"Gingeras","RIKEN","J74",,"cell","af71f718325dffa717412c03a20b3a24","renamed","wgEncode",,1,"longPolyA","Illumina_GA2x",,"5.9M",,2380,,"wgEncodeRikenCageH1hescCellPapMinusClustersRep1","bigWig","MinusSignal","wgEncodeRikenCageH1hescCellPapMinusClustersRep1.bigWig","wgEncodeRikenCageH1hescCellPapMinusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCellPapMinusClustersRep1.bigWig"
"006WC","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001138",,,"Gingeras","RIKEN","J75",,"cell","65ec690e4f56dcbbf777be0515a99579","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"6.8M",,2370,,"wgEncodeRikenCageH1hescCellPapMinusClustersRep2","bigWig","MinusSignal","wgEncodeRikenCageH1hescCellPapMinusClustersRep2.bigWig","wgEncodeRikenCageH1hescCellPapMinusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCellPapMinusClustersRep2.bigWig"
"005WC","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001138",,"GSM849357","Gingeras","RIKEN","J74",,"cell","af71f718325dffa717412c03a20b3a24",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"5.9M",,2380,,"wgEncodeRikenCageH1hescCellPapMinusSignalRep1","bigWig","MinusSignal","wgEncodeRikenCageH1hescCellPapMinusSignalRep1.bigWig","wgEncodeRikenCageH1hescCellPapMinusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCellPapMinusSignalRep1.bigWig"
"006WC","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001138",,"GSM849357","Gingeras","RIKEN","J75",,"cell","65ec690e4f56dcbbf777be0515a99579",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"6.8M",,2370,,"wgEncodeRikenCageH1hescCellPapMinusSignalRep2","bigWig","MinusSignal","wgEncodeRikenCageH1hescCellPapMinusSignalRep2.bigWig","wgEncodeRikenCageH1hescCellPapMinusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCellPapMinusSignalRep2.bigWig"
"005WC","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001138",,,"Gingeras","RIKEN","J74",,"cell","407e55ddec4a0cb0d4140c5419b06311","renamed","wgEncode",,1,"longPolyA","Illumina_GA2x",,"6.0M",,2380,,"wgEncodeRikenCageH1hescCellPapPlusClustersRep1","bigWig","PlusSignal","wgEncodeRikenCageH1hescCellPapPlusClustersRep1.bigWig","wgEncodeRikenCageH1hescCellPapPlusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCellPapPlusClustersRep1.bigWig"
"006WC","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001138",,,"Gingeras","RIKEN","J75",,"cell","a7e9cfc789181f09584692acfea929bb","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"9.2M",,2370,,"wgEncodeRikenCageH1hescCellPapPlusClustersRep2","bigWig","PlusSignal","wgEncodeRikenCageH1hescCellPapPlusClustersRep2.bigWig","wgEncodeRikenCageH1hescCellPapPlusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCellPapPlusClustersRep2.bigWig"
"005WC","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001138",,"GSM849357","Gingeras","RIKEN","J74",,"cell","407e55ddec4a0cb0d4140c5419b06311",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"6.0M",,2380,,"wgEncodeRikenCageH1hescCellPapPlusSignalRep1","bigWig","PlusSignal","wgEncodeRikenCageH1hescCellPapPlusSignalRep1.bigWig","wgEncodeRikenCageH1hescCellPapPlusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCellPapPlusSignalRep1.bigWig"
"006WC","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001138",,"GSM849357","Gingeras","RIKEN","J75",,"cell","a7e9cfc789181f09584692acfea929bb",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"9.2M",,2370,,"wgEncodeRikenCageH1hescCellPapPlusSignalRep2","bigWig","PlusSignal","wgEncodeRikenCageH1hescCellPapPlusSignalRep2.bigWig","wgEncodeRikenCageH1hescCellPapPlusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCellPapPlusSignalRep2.bigWig"
"006C","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001139",,,"Gingeras","RIKEN","J86",,"cytosol","45702da159378b723c5fe749c9a600b8","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"5.1M",,2379,,"wgEncodeRikenCageH1hescCytosolPapMinusClustersRep2","bigWig","MinusSignal","wgEncodeRikenCageH1hescCytosolPapMinusClustersRep2.bigWig","wgEncodeRikenCageH1hescCytosolPapMinusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCytosolPapMinusClustersRep2.bigWig"
"006C","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001139",,"GSM849356","Gingeras","RIKEN","J86",,"cytosol","45702da159378b723c5fe749c9a600b8",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"5.1M",,2379,,"wgEncodeRikenCageH1hescCytosolPapMinusSignalRep2","bigWig","MinusSignal","wgEncodeRikenCageH1hescCytosolPapMinusSignalRep2.bigWig","wgEncodeRikenCageH1hescCytosolPapMinusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCytosolPapMinusSignalRep2.bigWig"
"006C","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001139",,,"Gingeras","RIKEN","J86",,"cytosol","bacc17901f779ee8551afd858bc7bac7","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"5.2M",,2379,,"wgEncodeRikenCageH1hescCytosolPapPlusClustersRep2","bigWig","PlusSignal","wgEncodeRikenCageH1hescCytosolPapPlusClustersRep2.bigWig","wgEncodeRikenCageH1hescCytosolPapPlusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCytosolPapPlusClustersRep2.bigWig"
"006C","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001139",,"GSM849356","Gingeras","RIKEN","J86",,"cytosol","bacc17901f779ee8551afd858bc7bac7",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"5.2M",,2379,,"wgEncodeRikenCageH1hescCytosolPapPlusSignalRep2","bigWig","PlusSignal","wgEncodeRikenCageH1hescCytosolPapPlusSignalRep2.bigWig","wgEncodeRikenCageH1hescCytosolPapPlusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescCytosolPapPlusSignalRep2.bigWig"
"006N","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001140",,,"Gingeras","RIKEN","J95",,"nucleus","3da9ef1cdb0957a337294e60f7edb79d","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"13M",,2360,,"wgEncodeRikenCageH1hescNucleusPapMinusClustersRep2","bigWig","MinusSignal","wgEncodeRikenCageH1hescNucleusPapMinusClustersRep2.bigWig","wgEncodeRikenCageH1hescNucleusPapMinusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescNucleusPapMinusClustersRep2.bigWig"
"006N","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001140",,"GSM849326","Gingeras","RIKEN","J95",,"nucleus","3da9ef1cdb0957a337294e60f7edb79d",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"13M",,2360,,"wgEncodeRikenCageH1hescNucleusPapMinusSignalRep2","bigWig","MinusSignal","wgEncodeRikenCageH1hescNucleusPapMinusSignalRep2.bigWig","wgEncodeRikenCageH1hescNucleusPapMinusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescNucleusPapMinusSignalRep2.bigWig"
"006N","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001140",,,"Gingeras","RIKEN","J95",,"nucleus","2a1be0ad1384fa93a1ef60cf3e24adad","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"13M",,2360,,"wgEncodeRikenCageH1hescNucleusPapPlusClustersRep2","bigWig","PlusSignal","wgEncodeRikenCageH1hescNucleusPapPlusClustersRep2.bigWig","wgEncodeRikenCageH1hescNucleusPapPlusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescNucleusPapPlusClustersRep2.bigWig"
"006N","H1-hESC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001140",,"GSM849326","Gingeras","RIKEN","J95",,"nucleus","2a1be0ad1384fa93a1ef60cf3e24adad",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"13M",,2360,,"wgEncodeRikenCageH1hescNucleusPapPlusSignalRep2","bigWig","PlusSignal","wgEncodeRikenCageH1hescNucleusPapPlusSignalRep2.bigWig","wgEncodeRikenCageH1hescNucleusPapPlusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageH1hescNucleusPapPlusSignalRep2.bigWig"
"055WC","HAoAF","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002740",6111301.9,"GSM979637","Gingeras","RIKEN","CThi10100CTT",,"cell","d1e5d63201342ee6cb3d16b6d10ed4a6",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"11M",,6607,,"wgEncodeRikenCageHaoafCellPapMinusRawRep1","bigWig","MinusSignal","wgEncodeRikenCageHaoafCellPapMinusRawRep1.bigWig","wgEncodeRikenCageHaoafCellPapMinusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHaoafCellPapMinusRawRep1.bigWig"
"056WC","HAoAF","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002740",6090101.11,"GSM979637","Gingeras","RIKEN","CThi10103CTT",,"cell","af214afeee4a9b5762c0441a9fe0f693",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"7.3M",,6630,,"wgEncodeRikenCageHaoafCellPapMinusRawRep2","bigWig","MinusSignal","wgEncodeRikenCageHaoafCellPapMinusRawRep2.bigWig","wgEncodeRikenCageHaoafCellPapMinusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHaoafCellPapMinusRawRep2.bigWig"
"055WC","HAoAF","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002740",6111301.9,"GSM979637","Gingeras","RIKEN","CThi10100CTT",,"cell","31e4428286940cd660bc91e0a246b65c",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"11M",,6607,,"wgEncodeRikenCageHaoafCellPapPlusRawRep1","bigWig","PlusSignal","wgEncodeRikenCageHaoafCellPapPlusRawRep1.bigWig","wgEncodeRikenCageHaoafCellPapPlusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHaoafCellPapPlusRawRep1.bigWig"
"056WC","HAoAF","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002740",6090101.11,"GSM979637","Gingeras","RIKEN","CThi10103CTT",,"cell","bafab25b12beb99256c91f574954349c",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"7.0M",,6630,,"wgEncodeRikenCageHaoafCellPapPlusRawRep2","bigWig","PlusSignal","wgEncodeRikenCageHaoafCellPapPlusRawRep2.bigWig","wgEncodeRikenCageHaoafCellPapPlusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHaoafCellPapPlusRawRep2.bigWig"
"057WC","HAoEC","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002741",7071706.1,"GSM979636","Gingeras","RIKEN","CThi10103GAT",,"cell","0c604bfa9c734c45bde7062c416ab2b0",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"11M",,6600,,"wgEncodeRikenCageHaoecCellPapMinusRawRep1","bigWig","MinusSignal","wgEncodeRikenCageHaoecCellPapMinusRawRep1.bigWig","wgEncodeRikenCageHaoecCellPapMinusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHaoecCellPapMinusRawRep1.bigWig"
"058WC","HAoEC","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002741",8061102.1,"GSM979636","Gingeras","RIKEN","CThi10105CTT",,"cell","5aecbc16a96c7a33805f62aa2addfe7b",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"7.2M",,6614,,"wgEncodeRikenCageHaoecCellPapMinusRawRep2","bigWig","MinusSignal","wgEncodeRikenCageHaoecCellPapMinusRawRep2.bigWig","wgEncodeRikenCageHaoecCellPapMinusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHaoecCellPapMinusRawRep2.bigWig"
