"cell","composite","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"HTR8svn","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-11-02#,#2011-08-02#,"wgEncodeEH001105","GSM816644","Crawford","Duke","baseAlignCounts.pl v 1","fc6b5b62ab2bfd13aa1af1f2a5b3b379",,"hg19","wgEncode",,"1.2G",2793,,"wgEncodeOpenChromDnaseHtr8BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseHtr8BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseHtr8BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHtr8BaseOverlapSignal.bigWig"
"HTR8svn","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-11-02#,#2011-08-02#,"wgEncodeEH001105","GSM816644","Crawford","Duke","p-value cutoff: 0.05","2c21b003a16c573ead0c5a8bb87026d3",,"hg19","wgEncode",,"2.0M",2793,,"wgEncodeOpenChromDnaseHtr8Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseHtr8Pk.narrowPeak.gz","wgEncodeOpenChromDnaseHtr8Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHtr8Pk.narrowPeak.gz"
"HTR8svn","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-11-02#,#2011-08-02#,"wgEncodeEH001105","GSM816644","Crawford","Duke","fseq v 1.84, iff_generic_female","3616398db56be76246ba2986eb4a1226",,"hg19","wgEncode",,"3.3G",2793,,"wgEncodeOpenChromDnaseHtr8Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseHtr8Sig.bigWig","wgEncodeOpenChromDnaseHtr8Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHtr8Sig.bigWig"
"Huh-7.5","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-12-07#,#2011-09-07#,"wgEncodeEH001112","GSM816671","Crawford","Duke","baseAlignCounts.pl v 1","f8461e33ddbf2cb185f4bd9715e83ca4",,"hg19","wgEncode",,"1.1G",3076,,"wgEncodeOpenChromDnaseHuh75BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseHuh75BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseHuh75BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHuh75BaseOverlapSignal.bigWig"
"Huh-7.5","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-12-07#,#2011-09-07#,"wgEncodeEH001112","GSM816671","Crawford","Duke","p-value cutoff: 0.05","b447b3f48f80deef96b0afc308984809",,"hg19","wgEncode",,"2.5M",3076,,"wgEncodeOpenChromDnaseHuh75Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseHuh75Pk.narrowPeak.gz","wgEncodeOpenChromDnaseHuh75Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHuh75Pk.narrowPeak.gz"
"Huh-7.5","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-12-07#,#2011-09-07#,"wgEncodeEH001112","GSM816671","Crawford","Duke","fseq v 1.84, iff_generic_male","1ced89de3a449953c5229666f3d34f37",,"hg19","wgEncode",,"3.5G",3076,,"wgEncodeOpenChromDnaseHuh75Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseHuh75Sig.bigWig","wgEncodeOpenChromDnaseHuh75Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHuh75Sig.bigWig"
"Huh-7","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-12-07#,#2011-09-07#,"wgEncodeEH001111","GSM816641","Crawford","Duke","baseAlignCounts.pl v 1","7f8317f5b3e55422cc3df9329a5c6769",,"hg19","wgEncode",,"1.2G",3075,,"wgEncodeOpenChromDnaseHuh7BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseHuh7BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseHuh7BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHuh7BaseOverlapSignal.bigWig"
"Huh-7","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-12-07#,#2011-09-07#,"wgEncodeEH001111","GSM816641","Crawford","Duke","p-value cutoff: 0.05","2a1370c746392d400b81119e68b5e840",,"hg19","wgEncode",,"2.4M",3075,,"wgEncodeOpenChromDnaseHuh7Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseHuh7Pk.narrowPeak.gz","wgEncodeOpenChromDnaseHuh7Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHuh7Pk.narrowPeak.gz"
"Huh-7","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-12-07#,#2011-09-07#,"wgEncodeEH001111","GSM816641","Crawford","Duke","fseq v 1.84, iff_generic_male","ea395ae6896c06e4633afc94ee5aa087",,"hg19","wgEncode",,"3.3G",3075,,"wgEncodeOpenChromDnaseHuh7Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseHuh7Sig.bigWig","wgEncodeOpenChromDnaseHuh7Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHuh7Sig.bigWig"
"HUVEC","wgEncodeOpenChromDnase","HUVEC/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-09-24#,#2010-06-24#,"wgEncodeEH000548","GSM816646","Crawford","Duke","baseAlignCounts.pl v 1","60f4aab434645eeec1924969148e0b08",,"hg18","wgEncode",,"845M",1532,,"wgEncodeOpenChromDnaseHuvecBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseHuvecBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseHuvecBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHuvecBaseOverlapSignal.bigWig"
"HUVEC","wgEncodeOpenChromDnase","HUVEC/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-09-24#,#2010-06-24#,"wgEncodeEH000548","GSM816646","Crawford","Duke","p-value cutoff: 0.05","1ee43ebd7320c516d6a0108b28047f85",,"hg18","wgEncode",,"2.2M",1532,,"wgEncodeOpenChromDnaseHuvecPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseHuvecPk.narrowPeak.gz","wgEncodeOpenChromDnaseHuvecPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHuvecPk.narrowPeak.gz"
"HUVEC","wgEncodeOpenChromDnase","HUVEC/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-09-24#,#2010-06-24#,"wgEncodeEH000548","GSM816646","Crawford","Duke","fseq v 1.84, iff_HUVEC","ffc94bd06326d73bec45c00a02d5d4cf",,"hg18","wgEncode",,"3.6G",1532,,"wgEncodeOpenChromDnaseHuvecSig",,"bigWig","Signal","wgEncodeOpenChromDnaseHuvecSig.bigWig","wgEncodeOpenChromDnaseHuvecSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseHuvecSig.bigWig"
"IMR90","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-14#,#2013-04-14#,"wgEncodeEH003482","GSM1008586","Crawford","Duke","baseAlignCounts.pl v 1","3629ee41c3ac5e82f843f267f8e54f61",,,"wgEncode",,"1.6G",7397,,"wgEncodeOpenChromDnaseImr90BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseImr90BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseImr90BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseImr90BaseOverlapSignal.bigWig"
"IMR90","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-14#,#2013-04-14#,"wgEncodeEH003482","GSM1008586","Crawford","Duke","p-value cutoff: 0.05","58f7b23762347a0c80e116cf6404767f",,,"wgEncode",,"2.4M",7397,,"wgEncodeOpenChromDnaseImr90Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseImr90Pk.narrowPeak.gz","wgEncodeOpenChromDnaseImr90Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseImr90Pk.narrowPeak.gz"
"IMR90","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-14#,#2013-04-14#,"wgEncodeEH003482","GSM1008586","Crawford","Duke","fseq v 1.84, iff_generic_female","65ef421ce2ce2021081be62e6e8e107f",,,"wgEncode",,"3.1G",7397,,"wgEncodeOpenChromDnaseImr90Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseImr90Sig.bigWig","wgEncodeOpenChromDnaseImr90Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseImr90Sig.bigWig"
"iPS","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-12-06#,#2011-09-06#,"wgEncodeEH001110","GSM816642","Crawford","Duke","private-noSequence baseAlignCounts.pl v 1","550460d64cc2a7c25b6ca02b9ab9bddc",,"hg19","wgEncode",,"1.2G",3065,,"wgEncodeOpenChromDnaseIpsBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseIpsBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseIpsBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIpsBaseOverlapSignal.bigWig"
"iPS","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-12-06#,#2011-09-06#,"wgEncodeEH001110","GSM816642","Crawford","Duke","private-noSequence p-value cutoff: 0.05","d8e2212fa52b4821ee9275e0ff6df789",,"hg19","wgEncode",,"2.7M",3065,,"wgEncodeOpenChromDnaseIpsPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseIpsPk.narrowPeak.gz","wgEncodeOpenChromDnaseIpsPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIpsPk.narrowPeak.gz"
"iPS","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-12-06#,#2011-09-06#,"wgEncodeEH001110","GSM816642","Crawford","Duke","private-noSequence fseq v 1.84, iff_generic_male","a8b1b46280a3033e8e9afad3326a2689",,"hg19","wgEncode",,"3.4G",3065,,"wgEncodeOpenChromDnaseIpsSig",,"bigWig","Signal","wgEncodeOpenChromDnaseIpsSig.bigWig","wgEncodeOpenChromDnaseIpsSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIpsSig.bigWig"
"iPS_CWRU1","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-02#,#2012-11-02#,"wgEncodeEH002560","GSM1008570","Crawford","Duke","baseAlignCounts.pl v 1","f6609902279d5997f5b8e114eec32aca",,,"wgEncode",,"1.4G",5503,,"wgEncodeOpenChromDnaseIpscwru1BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseIpscwru1BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseIpscwru1BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIpscwru1BaseOverlapSignal.bigWig"
"iPS_CWRU1","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-02#,#2012-11-02#,"wgEncodeEH002560","GSM1008570","Crawford","Duke","p-value cutoff: 0.05","8dd462eb2fd517a8f14a961e93402685",,,"wgEncode",,"2.4M",5503,,"wgEncodeOpenChromDnaseIpscwru1Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseIpscwru1Pk.narrowPeak.gz","wgEncodeOpenChromDnaseIpscwru1Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIpscwru1Pk.narrowPeak.gz"
"iPS_CWRU1","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-02#,#2012-11-02#,"wgEncodeEH002560","GSM1008570","Crawford","Duke","fseq v 1.84, iff_generic_male","246c7084d12a495e4b0399b1425be28f",,,"wgEncode",,"3.4G",5503,,"wgEncodeOpenChromDnaseIpscwru1Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseIpscwru1Sig.bigWig","wgEncodeOpenChromDnaseIpscwru1Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIpscwru1Sig.bigWig"
"iPS_NIHi11","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-02#,#2012-11-02#,"wgEncodeEH002561","GSM1008569","Crawford","Duke","baseAlignCounts.pl v 1","16339abbf0f29a140c3d77180a74529a",,,"wgEncode",,"1.6G",5504,,"wgEncodeOpenChromDnaseIpsnihi11BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseIpsnihi11BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseIpsnihi11BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIpsnihi11BaseOverlapSignal.bigWig"
"iPS_NIHi11","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-02#,#2012-11-02#,"wgEncodeEH002561","GSM1008569","Crawford","Duke","p-value cutoff: 0.05","45d6448c9f885fb5d23294fe108df626",,,"wgEncode",,"2.3M",5504,,"wgEncodeOpenChromDnaseIpsnihi11Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseIpsnihi11Pk.narrowPeak.gz","wgEncodeOpenChromDnaseIpsnihi11Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIpsnihi11Pk.narrowPeak.gz"
"iPS_NIHi11","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-02#,#2012-11-02#,"wgEncodeEH002561","GSM1008569","Crawford","Duke","fseq v 1.84, iff_generic_male","47ae23aeb99948ce1c447bb8a4f00ea6",,,"wgEncode",,"3.3G",5504,,"wgEncodeOpenChromDnaseIpsnihi11Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseIpsnihi11Sig.bigWig","wgEncodeOpenChromDnaseIpsnihi11Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIpsnihi11Sig.bigWig"
"iPS_NIHi7","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-01#,#2012-11-01#,"wgEncodeEH002558","GSM1008600","Crawford","Duke","baseAlignCounts.pl v 1","7642654ae4bbaf53b4f5631386f46afc",,,"wgEncode",,"1.7G",5481,,"wgEncodeOpenChromDnaseIpsnihi7BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseIpsnihi7BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseIpsnihi7BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIpsnihi7BaseOverlapSignal.bigWig"
"iPS_NIHi7","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-01#,#2012-11-01#,"wgEncodeEH002558","GSM1008600","Crawford","Duke","p-value cutoff: 0.05","c200bbdb1c9f8d1f76c499cc60f64e2c",,,"wgEncode",,"2.3M",5481,,"wgEncodeOpenChromDnaseIpsnihi7Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseIpsnihi7Pk.narrowPeak.gz","wgEncodeOpenChromDnaseIpsnihi7Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIpsnihi7Pk.narrowPeak.gz"
"iPS_NIHi7","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-01#,#2012-11-01#,"wgEncodeEH002558","GSM1008600","Crawford","Duke","fseq v 1.84, iff_generic_female","24630e365b2c603394afce4386a8b9df",,,"wgEncode",,"3.3G",5481,,"wgEncodeOpenChromDnaseIpsnihi7Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseIpsnihi7Sig.bigWig","wgEncodeOpenChromDnaseIpsnihi7Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIpsnihi7Sig.bigWig"
"Ishikawa","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-09-28#,#2012-06-28#,"wgEncodeEH002551","GSM1008593","Crawford","Duke","baseAlignCounts.pl v 1","7bb5ccaf07b88ac11e26ccb97ab7440a",,,"wgEncode",,"1.3G",4909,,"wgEncodeOpenChromDnaseIshikawaEst10nm30mBaseOverlapSignal","Estradiol_10nM_30m","bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseIshikawaEst10nm30mBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseIshikawaEst10nm30mBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIshikawaEst10nm30mBaseOverlapSignal.bigWig"
"Ishikawa","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-09-28#,#2012-06-28#,"wgEncodeEH002551","GSM1008593","Crawford","Duke","p-value cutoff: 0.05","1d7778fc0ddb9e02115400bcb05e6f16",,,"wgEncode",,"1.9M",4909,,"wgEncodeOpenChromDnaseIshikawaEst10nm30mPk","Estradiol_10nM_30m","narrowPeak","Peaks","wgEncodeOpenChromDnaseIshikawaEst10nm30mPk.narrowPeak.gz","wgEncodeOpenChromDnaseIshikawaEst10nm30mPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIshikawaEst10nm30mPk.narrowPeak.gz"
"Ishikawa","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-09-28#,#2012-06-28#,"wgEncodeEH002551","GSM1008593","Crawford","Duke","fseq v 1.84, iff_generic_female","2ecfa198509eb889f62e88761984e065",,,"wgEncode",,"3.3G",4909,,"wgEncodeOpenChromDnaseIshikawaEst10nm30mSig","Estradiol_10nM_30m","bigWig","Signal","wgEncodeOpenChromDnaseIshikawaEst10nm30mSig.bigWig","wgEncodeOpenChromDnaseIshikawaEst10nm30mSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIshikawaEst10nm30mSig.bigWig"
"Ishikawa","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-09-28#,#2012-06-28#,"wgEncodeEH002552","GSM1008594","Crawford","Duke","baseAlignCounts.pl v 1","2cfae22c6f8fdbd88adf35822b5d8835",,,"wgEncode",,"1.3G",4911,,"wgEncodeOpenChromDnaseIshikawaTam10030BaseOverlapSignal","4OHTAM_100nM_30m","bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseIshikawaTam10030BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseIshikawaTam10030BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIshikawaTam10030BaseOverlapSignal.bigWig"
"Ishikawa","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-09-28#,#2012-06-28#,"wgEncodeEH002552","GSM1008594","Crawford","Duke","p-value cutoff: 0.05","79f533db10ef3e36ac36ddfb44f0f5f8",,,"wgEncode",,"1.9M",4911,,"wgEncodeOpenChromDnaseIshikawaTam10030Pk","4OHTAM_100nM_30m","narrowPeak","Peaks","wgEncodeOpenChromDnaseIshikawaTam10030Pk.narrowPeak.gz","wgEncodeOpenChromDnaseIshikawaTam10030Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIshikawaTam10030Pk.narrowPeak.gz"
"Ishikawa","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-09-28#,#2012-06-28#,"wgEncodeEH002552","GSM1008594","Crawford","Duke","fseq v 1.84, iff_generic_female","03be2b0a437266b5ee8478fc8a880bd2",,,"wgEncode",,"3.3G",4911,,"wgEncodeOpenChromDnaseIshikawaTam10030Sig","4OHTAM_100nM_30m","bigWig","Signal","wgEncodeOpenChromDnaseIshikawaTam10030Sig.bigWig","wgEncodeOpenChromDnaseIshikawaTam10030Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseIshikawaTam10030Sig.bigWig"
"K562","wgEncodeOpenChromDnase","K562/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2008-12-09#,#2009-08-09#,"wgEncodeEH000530","GSM816655","Crawford","Duke","baseAlignCounts.pl v 1","e30c3aeac3bceff5df70a4ad33dddb4b","replaced - The lab redid the experiment with better results, look for the V2 version of this file.","hg18","wgEncode",,"880M",1534,,"wgEncodeOpenChromDnaseK562BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseK562BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseK562BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseK562BaseOverlapSignal.bigWig"
"K562","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-02-28#,#2012-11-28#,"wgEncodeEH000530","GSM816655","Crawford","Duke","baseAlignCounts.pl v 1","d911aa7ce6c5318ef4363bd6b12c7920",,,"wgEncode",,"1.7G",5901,"V2 - This data was generated based on completely new growths and DNase experiments, and does not include any previously submitted data for this cell type.","wgEncodeOpenChromDnaseK562BaseOverlapSignalV2",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseK562BaseOverlapSignalV2.bigWig","wgEncodeOpenChromDnaseK562BaseOverlapSignalV2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseK562BaseOverlapSignalV2.bigWig"
"K562","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-06-26#,#2013-03-26#,"wgEncodeEH003469","GSM1008602","Crawford","Duke","baseAlignCounts.pl v 1","bbb190a82608e05864bfa962fbd0043f",,,"wgEncode",,"1.9G",7133,,"wgEncodeOpenChromDnaseK562G1phaseBaseOverlapSignal","G1_phase","bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseK562G1phaseBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseK562G1phaseBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseK562G1phaseBaseOverlapSignal.bigWig"
"K562","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-06-26#,#2013-03-26#,"wgEncodeEH003469","GSM1008602","Crawford","Duke","p-value cutoff: 0.05","580381acc78f88955a2c70e70e2aee0a",,,"wgEncode",,"1.8M",7133,,"wgEncodeOpenChromDnaseK562G1phasePk","G1_phase","narrowPeak","Peaks","wgEncodeOpenChromDnaseK562G1phasePk.narrowPeak.gz","wgEncodeOpenChromDnaseK562G1phasePk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseK562G1phasePk.narrowPeak.gz"
"K562","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-06-26#,#2013-03-26#,"wgEncodeEH003469","GSM1008602","Crawford","Duke","fseq v 1.84, iff_K562","3d4076ea0a75067afa2b93e94e84f5c9",,,"wgEncode",,"3.0G",7133,,"wgEncodeOpenChromDnaseK562G1phaseSig","G1_phase","bigWig","Signal","wgEncodeOpenChromDnaseK562G1phaseSig.bigWig","wgEncodeOpenChromDnaseK562G1phaseSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseK562G1phaseSig.bigWig"
